,Full Name,Team,League,Rank,Rating,Positioning,Goal Scoring,Finishing,Contribution Added,Threat Creation
0,Takuma Asano,VfL Bochum 1848,Bundesliga,37,20.400000000000002,10.0,11.0,17.0,36.0,28.0
1,Gerrit Holtmann,VfL Bochum 1848,Bundesliga,36,22.0,10.0,15.0,40.0,31.0,14.0
2,Ermedin Demirovic,FC Augsburg,Bundesliga,35,23.2,15.0,12.0,55.0,14.0,20.0
3,Robert Skov,TSG Hoffenheim,Bundesliga,34,23.400000000000002,21.0,12.0,16.0,17.0,51.0
4,Omar Marmoush,VfL Wolfsburg,Bundesliga,33,24.8,60.0,21.0,16.0,4.0,23.0
5,Chidera Ejuke,Hertha BSC,Bundesliga,32,25.0,9.0,13.0,23.0,21.0,59.0
6,Max Kruse,VfL Wolfsburg,Bundesliga,31,25.2,47.0,33.0,12.0,19.0,15.0
7,Marius Bülter,FC Schalke 04,Bundesliga,30,27.000000000000004,12.0,9.0,42.0,19.0,53.0
8,Wilfried Kanga,Hertha BSC,Bundesliga,29,28.8,54.0,49.0,4.0,30.0,7.0
9,Philipp Hofmann,VfL Bochum 1848,Bundesliga,28,29.6,40.0,8.0,9.0,34.0,57.0
10,Timo Werner,RB Leipzig,Bundesliga,27,30.6,64.0,39.0,12.0,9.0,29.0
11,Jordan Siebatcheu,1. FC Union Berlin,Bundesliga,26,31.000000000000004,57.0,19.0,58.0,12.0,9.0
12,Karim Onisiwo,1. FSV Mainz 05,Bundesliga,25,32.8,35.0,32.0,43.0,27.0,27.0
13,Andrej Kramaric,TSG Hoffenheim,Bundesliga,24,34.0,45.0,36.0,30.0,25.0,34.0
14,Anthony Modeste,Borussia Dortmund,Bundesliga,23,36.800000000000004,33.0,39.0,60.0,30.0,22.0
15,Simon Terodde,FC Schalke 04,Bundesliga,22,37.00000000000001,44.0,42.0,64.0,24.0,11.0
16,Lukas Nmecha,VfL Wolfsburg,Bundesliga,21,45.599999999999994,72.0,50.0,85.0,14.0,7.0
17,Patrik Schick,Bayer 04 Leverkusen,Bundesliga,20,48.4,97.0,85.0,34.0,19.0,7.0
18,Niclas Füllkrug,SV Werder Bremen,Bundesliga,19,49.6,42.0,64.0,36.0,58.0,48.0
19,Moussa Diaby,Bayer 04 Leverkusen,Bundesliga,18,49.8,17.0,33.0,10.0,94.0,95.0
20,Georginio Rutter,TSG Hoffenheim,Bundesliga,17,50.800000000000004,19.0,38.0,31.0,71.0,95.0
21,Kingsley Coman,FC Bayern München,Bundesliga,16,52.6,16.0,48.0,33.0,94.0,72.0
22,Marvin Ducksch,SV Werder Bremen,Bundesliga,15,53.0,60.0,21.0,75.0,24.0,85.0
23,Alassane Plea,Mönchengladbach,Bundesliga,14,53.4,20.0,25.0,37.0,85.0,100.0
24,Dodi Lukébakio,Hertha BSC,Bundesliga,13,53.400000000000006,29.0,38.0,80.0,52.0,68.0
25,Randal Kolo Muani,Eintracht Frankfurt,Bundesliga,12,60.400000000000006,75.0,42.0,61.0,40.0,84.0
26,Ritsu Doan,Sport-Club Freiburg,Bundesliga,11,62.0,11.0,68.0,82.0,90.0,59.0
27,Sheraldo Becker,1. FC Union Berlin,Bundesliga,10,62.20000000000001,20.0,60.0,82.0,83.0,66.0
28,Simon Zoller,VfL Bochum 1848,Bundesliga,9,62.6,88.0,81.0,67.0,31.0,46.0
29,Silas Mvumpa,VfB Stuttgart,Bundesliga,8,66.60000000000001,41.0,78.0,35.0,85.0,94.0
30,Christopher Nkunku,RB Leipzig,Bundesliga,7,72.2,64.0,92.0,79.0,86.0,40.0
31,Thomas Müller,FC Bayern München,Bundesliga,6,72.6,90.0,74.0,41.0,93.0,65.0
32,Marcus Thuram,Mönchengladbach,Bundesliga,5,74.80000000000001,85.0,98.0,42.0,82.0,67.0
33,Michael Gregoritsch,Sport-Club Freiburg,Bundesliga,4,79.20000000000002,93.0,94.0,92.0,66.0,51.0
34,Jamal Musiala,FC Bayern München,Bundesliga,3,82.2,99.0,98.0,73.0,86.0,55.0
35,Sadio Mané,FC Bayern München,Bundesliga,2,83.60000000000001,83.0,97.0,98.0,89.0,51.0
36,Leroy Sané,FC Bayern München,Bundesliga,1,94.0,98.0,97.0,100.0,98.0,77.0
