,Full Name,Team,League,Rank,Rating,Positioning,Goal Scoring,Finishing,Contribution Added,Threat Creation
0,Kieffer Moore,Bournemouth,Premier League,39,17.26,29.2,12.7,34.8,5.7,3.9
1,Brennan Johnson,Nottingham Forest,Premier League,38,18.94,16.0,16.8,32.3,13.9,15.7
2,Gonçalo Guedes,Wolverhampton Wanderers,Premier League,37,19.360000000000003,20.5,16.3,12.9,15.3,31.8
3,Jarrod Bowen,West Ham United,Premier League,36,19.820000000000004,23.3,23.0,14.4,20.3,18.1
4,Joelinton,Newcastle United,Premier League,35,20.28,19.4,15.8,20.3,22.3,23.6
5,Alexander Iwobi,Everton,Premier League,34,22.020000000000003,7.3,10.2,14.0,23.2,55.4
6,Jordan Ayew,Crystal Palace,Premier League,33,22.939999999999998,12.4,14.7,40.5,14.6,32.5
7,Jamie Vardy,Leicester City,Premier League,32,26.960000000000004,48.4,40.5,24.1,19.6,2.2
8,Michail Antonio,West Ham United,Premier League,31,28.26,28.5,44.2,16.5,38.5,13.6
9,Bobby De Cordova-Reid,Fulham,Premier League,30,28.62,14.3,44.9,26.9,51.5,5.5
10,Leon Bailey,Aston Villa,Premier League,29,30.4,16.6,18.0,60.6,25.7,31.1
11,Saïd Benrahma,West Ham United,Premier League,28,31.380000000000003,14.8,15.8,15.4,39.9,71.0
12,Danny Welbeck,Brighton and Hove Albion,Premier League,27,35.14000000000001,82.3,33.1,29.7,15.8,14.8
13,Adam Armstrong,Southampton,Premier League,26,35.44,19.5,32.7,27.8,48.6,48.6
14,Pedro Neto,Wolverhampton Wanderers,Premier League,25,35.540000000000006,37.7,20.1,13.4,33.6,72.9
15,Dominic Solanke,Bournemouth,Premier League,24,35.68,33.1,30.2,58.5,22.0,34.6
16,Ollie Watkins,Aston Villa,Premier League,23,37.18000000000001,55.6,28.6,19.9,38.5,43.3
17,Demarai Gray,Everton,Premier League,22,38.46,52.0,30.2,27.8,23.2,59.1
18,Leandro Trossard,Brighton and Hove Albion,Premier League,21,41.64,33.4,36.1,29.1,56.5,53.1
19,Odsonne Édouard,Crystal Palace,Premier League,20,42.160000000000004,27.2,37.9,77.5,37.7,30.5
20,Jadon Sancho,Manchester United,Premier League,19,47.86,44.4,37.9,70.2,32.9,53.9
21,Anthony Gordon,Everton,Premier League,18,49.260000000000005,20.9,44.9,53.8,52.5,74.2
22,Danny Ings,Aston Villa,Premier League,17,51.760000000000005,47.4,31.3,82.0,22.1,76.0
23,Son Heung-Min,Tottenham Hotspur,Premier League,16,52.7,75.7,59.2,15.7,47.3,65.6
24,Che Adams,Southampton,Premier League,15,52.879999999999995,84.3,74.1,33.8,55.5,16.7
25,Luis Díaz,Liverpool,Premier League,14,56.480000000000004,79.6,66.2,68.4,42.2,26.0
26,Allan Saint-Maximin,Newcastle United,Premier League,13,58.08,37.2,30.1,49.8,78.2,95.1
27,Ivan Toney,Brentford,Premier League,12,58.84,70.1,68.0,39.8,55.7,60.6
28,Gabriel Martinelli,Arsenal,Premier League,11,61.0,60.1,56.0,33.2,70.0,85.7
29,Aleksandar Mitrovic,Fulham,Premier League,10,61.220000000000006,39.4,79.0,99.7,76.0,12.0
30,Rodrigo,Leeds United,Premier League,9,61.58,47.5,83.2,73.8,83.2,20.2
31,Marcus Rashford,Manchester United,Premier League,8,63.720000000000006,91.6,69.7,47.8,47.5,62.0
32,Raheem Sterling,Chelsea,Premier League,7,74.66,68.2,78.5,54.0,87.3,85.3
33,Wilfried Zaha,Crystal Palace,Premier League,6,75.16000000000001,50.2,69.2,72.2,86.4,97.8
34,Mohamed Salah,Liverpool,Premier League,5,79.7,97.3,81.5,68.7,70.0,81.0
35,Gabriel Jesus,Arsenal,Premier League,4,84.94000000000001,82.3,93.9,64.7,91.7,92.1
36,Harry Kane,Tottenham Hotspur,Premier League,3,87.64,96.2,90.2,98.7,67.4,85.7
37,Roberto Firmino,Liverpool,Premier League,2,88.1,52.0,97.8,93.4,100.0,97.3
38,Erling Haaland,Manchester City,Premier League,1,97.52,100.0,100.0,99.8,99.3,88.5
