Full Name,Team,League,season,Age,Position,Role,Appearances,Time Played,Goals,Goals_p90,xG,xG_p90,npxG,npxG_p90,xGoT,xGoTA,SGA,Goals prevented per xGoT,Assists,Assists_p90,xA,xA_p90,opxA,opxA_p90,xOVA,xOVA_p90,xThreat,xThreat_p90,xThreat from passes,xThreat from passes_p90,xThreat from carries,xThreat from carries_p90
Giuseppe Pezzella,Lecce,Serie A,2022,24,Defender,FB,2,152,0,,,,,,,,,,0,,0.027,0.016,0.025,0.015,0.007,0.004,0.141,0.083,0.089,0.053,0.052,0.031
Nicolò Fagioli,Juventus,Serie A,2022,21,Midfielder,FW,2,34,0,,0.035,0.093,0.035,0.093,0.126,,0.091,,0,,0.014,0.036,0.014,0.036,0.007,0.018,0.016,0.041,-0.003,-0.007,0.018,0.048
Denis Zakaria,Juventus,Serie A,2022,,,,2,122,0,,,,,,,,,,0,,0.011,0.008,0.011,0.008,0.007,0.005,0.04,0.03,0.008,0.006,0.032,0.024
Leandro Sanca,Spezia,Serie A,2022,22,Forward,WAM,2,7,0,,,,,,,,,,0,,0.005,0.069,0.005,0.069,0.005,0.058,0.011,0.136,0.011,0.136,,
Marcin Listkowski,Lecce,Serie A,2022,24,Forward,CM,5,74,0,,0.039,0.047,0.039,0.047,,,,,0,,0.012,0.015,0.012,0.015,0.005,0.005,0.023,0.028,0.007,0.008,0.016,0.02
Mattia Perin,Juventus,Serie A,2022,29,Goalkeeper,GK,5,407,0,,,,,,,6.025,,0.502,0,,0.011,0.002,0.011,0.002,0.004,0.001,0.069,0.015,0.057,0.013,0.012,0.003
Pierluigi Gollini,Fiorentina,Serie A,2022,27,Goalkeeper,GK,3,270,0,,,,,,,1.879,,-0.064,0,,0.011,0.004,0.011,0.004,0.004,0.001,0.088,0.029,0.085,0.028,0.003,0.001
Kristjan Asllani,Internazionale,Serie A,2022,20,Midfielder,CM,2,23,0,,,,,,,,,,0,,0.008,0.03,0.008,0.03,0.004,0.017,0.008,0.031,-0.001,-0.002,0.008,0.033
Daniele Rugani,Juventus,Serie A,2022,28,Defender,CB,1,90,0,,,,,,,,,,0,,0.01,0.01,0.01,0.01,0.004,0.004,0.08,0.08,0.051,0.051,0.029,0.029
Koni de Winter,Empoli,Serie A,2022,20,Defender,CM,2,112,0,,,,,,,,,,0,,0.008,0.006,0.008,0.006,0.004,0.003,0.032,0.025,0.013,0.01,0.019,0.015
Felix Afena-Gyan,Cremonese,Serie A,2022,19,Forward,FW,1,22,0,,,,,,,,,,0,,0.008,0.034,0.008,0.034,0.004,0.015,0.001,0.004,-0.001,-0.006,0.002,0.01
Bartosz Bereszynski,Sampdoria,Serie A,2022,30,Defender,FB,5,369,0,,0.029,0.007,0.029,0.007,,,,,0,,0.05,0.012,0.043,0.01,0.003,0.001,0.283,0.069,0.244,0.06,0.039,0.01
Ivan Radovanovic,Salernitana,Serie A,2022,34,Midfielder,DMC,1,45,0,,,,,,,,,,0,,0.004,0.009,0.004,0.009,0.003,0.006,0.013,0.025,0.011,0.021,0.002,0.004
Mikael Ellertsson,Spezia,Serie A,2022,20,Midfielder,WAM,5,41,0,,,,,,,,,,0,,0.008,0.017,0.008,0.017,0.003,0.006,0.013,0.029,0.015,0.034,-0.002,-0.004
Nicolò Casale,Lazio,Serie A,2022,24,Defender,CB,1,90,0,,,,,,,,,,0,,0.007,0.007,0.004,0.004,0.002,0.002,0.045,0.045,0.033,0.033,0.012,0.012
Federico Gatti,Juventus,Serie A,2022,24,Defender,CB,1,90,0,,,,,,,,,,0,,0.006,0.006,0.006,0.006,0.002,0.002,0.023,0.023,0.009,0.009,0.014,0.014
Ethan Ampadu,Spezia,Serie A,2022,21,Defender,CB,1,70,0,,,,,,,,,,0,,0.003,0.004,0.003,0.004,0.002,0.002,0.011,0.014,0.01,0.013,0.001,0.001
Armando Izzo,Monza,Serie A,2022,30,Defender,CB,2,94,0,,,,,,,,,,0,,0.006,0.006,0.006,0.006,0.002,0.002,0.018,0.017,0.011,0.011,0.006,0.006
Liberato Cacace,Empoli,Serie A,2022,21,Defender,FB,1,38,0,,,,,,,,,,0,,0.005,0.011,0.004,0.009,0.002,0.004,0.04,0.096,0.033,0.078,0.007,0.017
Wojciech Szczesny,Juventus,Serie A,2022,32,Goalkeeper,GK,2,133,0,,,,,,,1.356,,0.263,0,,0.003,0.002,0.003,0.002,0.001,0.001,0.031,0.021,0.031,0.021,0.001,0
Soualiho Meité,Cremonese,Serie A,2022,28,Midfielder,CM,1,90,0,,,,,,,,,,0,,0.005,0.005,0.005,0.005,0.001,0.001,0.001,0.001,-0.009,-0.009,0.01,0.01
Mady Camara,Roma,Serie A,2022,25,Midfielder,DMC,2,10,0,,,,,,,,,,0,,0.003,0.028,0.003,0.028,0.001,0.012,0.012,0.111,0.006,0.051,0.007,0.06
Kevin Bonifazi,Bologna,Serie A,2022,26,Defender,CB,4,162,0,,,,,,,,,,0,,0.012,0.007,0.012,0.007,0.001,0.001,0.059,0.033,0.042,0.023,0.018,0.01
Alfred Duncan,Fiorentina,Serie A,2022,29,Midfielder,DMC,1,45,0,,0.078,0.156,0.078,0.156,,,,,0,,0.027,0.054,0.027,0.054,0.001,0.002,0.008,0.016,0.01,0.02,-0.002,-0.004
Michel Adopo,Torino,Serie A,2022,22,Midfielder,CM,1,70,0,,,,,,,,,,0,,0.003,0.004,0.003,0.004,0.001,0.001,0.011,0.014,0.008,0.01,0.003,0.004
Bruno Amione,Sampdoria,Serie A,2022,20,Defender,CB,1,58,0,,,,,,,,,,0,,0.001,0.002,0.001,0.002,0.001,0.001,-0.001,-0.001,-0.002,-0.003,0.002,0.002
Andrea Ranocchia,Monza,Serie A,2022,34,Defender,CB,1,48,0,,,,,,,,,,0,,0.002,0.004,0.002,0.004,0.001,0.002,0.015,0.028,0.013,0.025,0.002,0.003
Berat Djimsiti,Atalanta,Serie A,2022,29,Defender,CB,2,172,0,,,,,,,,,,0,,0.006,0.003,0.006,0.003,0.001,0,0.057,0.03,0.033,0.017,0.024,0.012
Marash Kumbulla,Roma,Serie A,2022,22,Defender,CB,2,40,0,,,,,,,,,,0,,0.001,0.003,0.001,0.003,0,0.001,0.005,0.012,0.006,0.013,0,-0.001
Lorenzo Pirola,Salernitana,Serie A,2022,20,Defender,CB,1,8,0,,,,,,,,,,0,,0.001,0.008,0.001,0.008,0,0.002,0.002,0.02,0.001,0.009,0.001,0.011
Matteo Ruggeri,Atalanta,Serie A,2022,20,Defender,FB,1,10,0,,,,,,,,,,0,,0,0.004,0,0.004,0,0.002,0.001,0.007,0.001,0.009,0,-0.003
Danilo D'Ambrosio,Internazionale,Serie A,2022,34,Defender,FB,2,24,0,,,,,,,,,,0,,0.001,0.004,0.001,0.003,0,0.001,0.008,0.032,0.01,0.036,-0.001,-0.005
Emmanuel Ekong,Empoli,Serie A,2022,20,Forward,FW,1,13,0,,,,,,,,,,0,,0,0.002,0,0.002,0,0.001,-0.007,-0.046,-0.008,-0.053,0.001,0.007
Ruan,Sassuolo,Serie A,2022,23,Defender,CB,1,43,0,,,,,,,,,,0,,0.001,0.001,0.001,0.001,0,0,0.006,0.012,0.004,0.009,0.001,0.003
Lewis Ferguson,Bologna,Serie A,2022,23,Midfielder,CM,1,6,0,,,,,,,,,,0,,0,0.003,0,0.003,0,-0.001,-0.001,-0.016,0.001,0.019,-0.002,-0.035
David Zima,Torino,Serie A,2022,21,Defender,CB,1,13,0,,,,,,,,,,0,,0,0.002,0,0.002,0,-0.001,0.003,0.02,-0.002,-0.013,0.005,0.034
Jack Hendry,Cremonese,Serie A,2022,27,Defender,CB,1,7,0,,,,,,,,,,0,,0.002,0.032,0,0.003,0,-0.003,0,0.005,0,0.005,,
Jaka Bijol,Udinese,Serie A,2022,23,Midfielder,DMC,3,131,0,,,,,,,,,,0,,0.004,0.003,0.004,0.003,0,0,0.015,0.01,0.016,0.011,0,0
Festy Ebosele,Udinese,Serie A,2022,20,Defender,FW,1,7,0,,,,,,,,,,0,,,,,,-0.001,-0.009,0.007,0.086,,,0.007,0.086
Nicola Murru,Sampdoria,Serie A,2022,27,Defender,FB,1,17,0,,,,,,,,,,0,,0.001,0.004,0.001,0.003,-0.001,-0.004,0.012,0.063,0.011,0.059,0.001,0.004
Alessandro Buongiorno,Torino,Serie A,2022,23,Defender,CB,5,365,0,,0.019,0.005,0.019,0.005,,,,,0,,0.033,0.008,0.033,0.008,-0.001,0,0.07,0.017,0.065,0.016,0.006,0.001
Riccardo Marchizza,Sassuolo,Serie A,2022,24,Defender,CB,2,15,0,,,,,,,,,,0,,0.001,0.005,0,0.002,-0.002,-0.01,-0.005,-0.03,0.001,0.003,-0.006,-0.033
Leo Östigard,Napoli,Serie A,2022,22,Defender,CB,1,90,0,,0.014,0.014,0.014,0.014,,,,,0,,0.014,0.014,0.014,0.014,-0.002,-0.002,0.115,0.115,0.055,0.055,0.059,0.059
Federico Di Francesco,Lecce,Serie A,2022,28,Forward,WAM,6,323,0,,0.126,0.035,0.126,0.035,0.052,,0.028,,1,0.279,0.104,0.029,0.104,0.029,-0.003,-0.001,0.216,0.06,0.036,0.01,0.18,0.05
Eldor Shomurodov,Roma,Serie A,2022,27,Forward,FW,1,13,0,,,,,,,,,,0,,0.001,0.008,0.001,0.008,-0.004,-0.025,-0.009,-0.062,0,-0.002,-0.009,-0.06
Roberto Piccoli,Verona,Serie A,2022,21,Forward,FW,1,31,0,,,,,,,,,,0,,0.004,0.012,0.004,0.012,-0.004,-0.01,0.009,0.026,0.016,0.047,-0.007,-0.021
Rasmus Højlund,Atalanta,Serie A,2022,19,Forward,FW,3,158,1,0.57,0.812,0.463,0.812,0.463,1.608,,0.796,,0,,0.07,0.04,0.07,0.04,-0.004,-0.002,0.053,0.03,0.008,0.004,0.045,0.026
Yacine Adli,Milan,Serie A,2022,22,Midfielder,CAM,2,46,0,,0.087,0.171,0.087,0.171,0.226,,0.139,,0,,0.032,0.063,0.032,0.063,-0.004,-0.008,0.056,0.11,0.05,0.098,0.006,0.012
Raoul Bellanova,Internazionale,Serie A,2022,22,Defender,FB,2,25,0,,,,,,,,,,0,,0.007,0.024,0.006,0.02,-0.004,-0.015,0.013,0.045,-0.012,-0.043,0.024,0.088
Jacopo Fazzini,Empoli,Serie A,2022,19,Midfielder,CM,2,9,0,,,,,,,,,,0,,0.001,0.006,0,0.005,-0.004,-0.044,-0.003,-0.028,0.002,0.018,-0.005,-0.046
Franck Ribéry,Salernitana,Serie A,2022,39,Midfielder,WAM,1,36,0,,,,,,,,,,0,,0.003,0.008,0.003,0.008,-0.005,-0.013,-0.014,-0.034,-0.024,-0.059,0.01,0.025
Davide Zappacosta,Atalanta,Serie A,2022,30,Defender,FB,2,90,0,,,,,,,,,,0,,0.012,0.012,0.009,0.009,-0.005,-0.005,0.031,0.031,0.016,0.016,0.015,0.015
Dylan Bronn,Salernitana,Serie A,2022,27,Defender,CB,6,526,0,,0.464,0.079,0.464,0.079,0.054,,-0.012,,0,,0.046,0.008,0.045,0.008,-0.005,-0.001,0.286,0.049,0.228,0.039,0.058,0.01
Pawel Dawidowicz,Verona,Serie A,2022,27,Defender,CB,3,225,0,,0.178,0.071,0.178,0.071,0.354,,0.317,,0,,0.013,0.005,0.007,0.003,-0.005,-0.002,0.287,0.115,0.055,0.022,0.232,0.093
Emil Holm,Spezia,Serie A,2022,22,Defender,FB,5,278,0,,0.111,0.036,0.111,0.036,0.024,,0.008,,0,,0.049,0.016,0.042,0.014,-0.006,-0.002,0.111,0.036,0.021,0.007,0.091,0.029
Joshua Zirkzee,Bologna,Serie A,2022,21,Forward,FW,1,28,0,,0.034,0.108,0.034,0.108,,,,,0,,0.001,0.003,0.001,0.003,-0.006,-0.02,-0.019,-0.06,-0.001,-0.004,-0.017,-0.056
Thórir Helgason,Lecce,Serie A,2022,21,Midfielder,CM,4,125,0,,0.041,0.03,0.041,0.03,,,,,0,,0.17,0.122,0.003,0.002,-0.008,-0.006,-0.007,-0.005,-0.012,-0.009,0.006,0.004
Gerard Yepes,Sampdoria,Serie A,2022,20,Midfielder,CM,1,10,0,,,,,,,,,,0,,0.002,0.015,0.002,0.015,-0.008,-0.072,0.006,0.055,-0.01,-0.086,0.016,0.141
Gonzalo Escalante,Cremonese,Serie A,2022,29,Midfielder,CM,5,368,0,,0.15,0.037,0.15,0.037,0.016,,-0.003,,1,0.245,0.094,0.023,0.094,0.023,-0.008,-0.002,0.182,0.044,0.187,0.046,-0.005,-0.001
Warren Bondo,Monza,Serie A,2022,18,Midfielder,WAM,1,6,0,,,,,,,,,,0,,0.003,0.038,0.003,0.038,-0.009,-0.13,-0.011,-0.162,-0.009,-0.14,-0.002,-0.023
Vlad Chiriches,Cremonese,Serie A,2022,32,Defender,CB,4,315,0,,,,,,,,,,0,,0.021,0.006,0.019,0.005,-0.01,-0.003,0.103,0.029,0.094,0.027,0.009,0.003
Nehuén Pérez,Udinese,Serie A,2022,22,Defender,CB,4,292,0,,,,,,,,,,0,,0.05,0.016,0.048,0.015,-0.01,-0.003,0.134,0.041,0.086,0.026,0.048,0.015
Julian Kristoffersen,Salernitana,Serie A,2022,25,Forward,FW,1,17,0,,,,,,,,,,0,,,,,,-0.011,-0.06,,,,,,
Mathías Olivera,Napoli,Serie A,2022,24,Defender,FB,4,118,0,,,,,,,,,,0,,0.022,0.017,0.019,0.015,-0.014,-0.011,0.119,0.091,0.054,0.041,0.065,0.049
Frank Tsadjout,Cremonese,Serie A,2022,23,Forward,FW,2,27,0,,,,,,,,,,0,,0,0.001,0,0.001,-0.017,-0.058,0.007,0.025,0.005,0.018,0.002,0.007
Giacomo Quagliata,Cremonese,Serie A,2022,22,Defender,FB,4,146,0,,0.139,0.086,0.139,0.086,0.019,,-0.012,,0,,0.063,0.039,0.061,0.037,-0.018,-0.011,0.016,0.01,0.019,0.012,-0.003,-0.002
Rade Krunic,Milan,Serie A,2022,28,Midfielder,CM,1,84,0,,,,,,,,,,0,,0.008,0.009,0.008,0.009,-0.021,-0.023,-0.053,-0.057,-0.008,-0.009,-0.045,-0.048
Jeison Murillo,Sampdoria,Serie A,2022,30,Defender,CB,3,164,0,,,,,,,,,,0,,0.022,0.012,0.022,0.012,-0.024,-0.013,0.342,0.188,0.127,0.07,0.215,0.118
Manuel De Luca,Sampdoria,Serie A,2022,24,Forward,FW,1,32,0,,,,,,,,,,0,,0.003,0.008,0.003,0.008,-0.025,-0.071,-0.052,-0.147,-0.031,-0.087,-0.021,-0.06
Pablo Marí,Monza,Serie A,2022,29,Defender,CB,3,270,0,,0.013,0.004,0.013,0.004,,,,,0,,0.084,0.028,0.065,0.022,-0.027,-0.009,0.034,0.011,0.027,0.009,0.007,0.002
Alessandro Florenzi,Milan,Serie A,2022,31,Defender,FB,2,95,0,,,,,,,,,,0,,0.044,0.042,0.019,0.018,-0.027,-0.026,0.046,0.043,0.045,0.042,0.001,0.001
Ajdin Hrustic,Verona,Serie A,2022,26,Midfielder,CAM,1,20,0,,,,,,,,,,0,,0.011,0.051,0.011,0.05,-0.033,-0.149,-0.014,-0.065,-0.014,-0.065,,
Pietro Pellegri,Torino,Serie A,2022,21,Forward,FW,5,128,0,,0.115,0.081,0.115,0.081,0.02,,-0.016,,0,,0.067,0.047,0.067,0.047,-0.035,-0.025,0.007,0.005,0.009,0.007,-0.003,-0.002
Moise Kean,Juventus,Serie A,2022,22,Forward,FW,5,142,0,,0.146,0.092,0.146,0.092,,,,,0,,0.027,0.017,0.027,0.017,-0.038,-0.024,0.051,0.032,-0.006,-0.004,0.057,0.036
Daniel Ciofani,Cremonese,Serie A,2022,37,Forward,FW,4,24,0,,,,,,,,,,0,,0.033,0.124,0.033,0.124,-0.04,-0.152,0.001,0.004,-0.004,-0.014,0.005,0.018
Christian Gytkjær,Monza,Serie A,2022,32,Forward,FW,4,52,0,,,,,,,,,,0,,0.037,0.063,0.037,0.063,-0.043,-0.075,0,-0.001,0.048,0.083,-0.048,-0.084
Amir Rrahmani,Napoli,Serie A,2022,28,Defender,CB,5,450,0,,0.288,0.058,0.288,0.058,,,,,0,,0.115,0.023,0.112,0.022,-0.053,-0.011,0.366,0.073,0.215,0.043,0.151,0.03
Marco D'Alessandro,Monza,Serie A,2022,31,Midfielder,WAM,2,135,0,,0.075,0.05,0.075,0.05,,,,,0,,0.016,0.01,0.014,0.009,-0.054,-0.036,0.088,0.059,0.02,0.014,0.067,0.045
Gian Marco Ferrari,Sassuolo,Serie A,2022,30,Defender,CB,6,540,0,,0.117,0.019,0.117,0.019,,,,,0,,0.081,0.014,0.07,0.012,-0.057,-0.009,0.332,0.055,0.262,0.044,0.069,0.012
Milan Djuric,Verona,Serie A,2022,32,Forward,FW,3,25,0,,,,,,,,,,0,,0,0.002,0,0.002,-0.058,-0.209,-0.001,-0.004,-0.002,-0.007,0.001,0.003
Giovanni Simeone,Napoli,Serie A,2022,27,Forward,FW,3,40,0,,,,,,,,,,0,,0.001,0.002,0.001,0.002,-0.063,-0.143,-0.012,-0.027,-0.007,-0.017,-0.005,-0.01
Nikola Milenkovic,Fiorentina,Serie A,2022,24,Defender,CB,4,324,0,,0.214,0.06,0.214,0.06,0.063,,0.004,,0,,0.125,0.035,0.124,0.035,-0.064,-0.018,0.152,0.042,0.11,0.031,0.042,0.012
Marin Pongracic,Lecce,Serie A,2022,25,Defender,CB,2,180,0,,0.027,0.013,0.027,0.013,,,,,0,,0.016,0.008,0.016,0.008,-0.069,-0.034,-0.034,-0.017,-0.045,-0.023,0.011,0.005
Matteo Pessina,Monza,Serie A,2022,25,Midfielder,CM,4,239,0,,0.11,0.041,0.11,0.041,,,,,0,,0.253,0.095,0.237,0.089,-0.072,-0.027,0.262,0.099,0.141,0.053,0.121,0.046
Luka Jovic,Fiorentina,Serie A,2022,24,Forward,FW,6,440,1,0.205,1.469,0.301,0.687,0.141,1.816,,0.83,,0,,0.15,0.031,0.15,0.031,-0.081,-0.017,0.268,0.055,-0.104,-0.021,0.372,0.076
Andrea Petagna,Monza,Serie A,2022,27,Forward,FW,5,304,0,,0.268,0.079,0.268,0.079,0.264,,0.14,,0,,0.284,0.084,0.284,0.084,-0.151,-0.045,-0.399,-0.118,-0.277,-0.082,-0.122,-0.036
Alessio Zerbin,Napoli,Serie A,2022,23,Forward,WAM,2,26,0,,,,,,,,,,0,,0.001,0.002,0.001,0.002,-0.164,-0.569,0,0,0,0,0,0
Remi Oudin,Lecce,Serie A,2022,25,Forward,WAM,1,45,0,,0.042,0.084,0.042,0.084,,,,,0,,0.005,0.01,0.005,0.01,-0.265,-0.531,0.004,0.008,0.006,0.011,-0.002,-0.003
Gianluca Gaetano,Napoli,Serie A,2022,22,Midfielder,CAM,1,15,0,,0.036,0.215,0.036,0.215,,,,,1,6,0.001,0.003,0,0.003,-0.276,-1.657,-0.007,-0.042,-0.008,-0.047,0.001,0.005
Erik Botheim,Salernitana,Serie A,2022,22,Forward,FW,6,195,1,0.462,0.25,0.115,0.25,0.115,0.674,,0.567,,0,,0.029,0.013,0.029,0.013,-0.286,-0.132,-0.088,-0.04,-0.04,-0.019,-0.047,-0.022
Ardian Ismajli,Empoli,Serie A,2022,25,Defender,CB,6,540,0,,0.125,0.021,0.125,0.021,0.052,,0.033,,0,,0.038,0.006,0.037,0.006,-0.291,-0.048,0.139,0.023,0.125,0.021,0.014,0.002
Jérémie Boga,Atalanta,Serie A,2022,25,Forward,WAM,2,26,0,,0.062,0.216,0.062,0.216,0.046,,-0.016,,0,,0.047,0.162,0.047,0.162,-0.489,-1.694,0.068,0.237,0.037,0.127,0.032,0.109
Arthur Cabral,Fiorentina,Serie A,2022,24,Forward,FW,4,105,0,,0.398,0.342,0.398,0.342,,,,,0,,0.018,0.016,0.018,0.016,-0.523,-0.448,-0.051,-0.044,-0.06,-0.051,0.009,0.008
Mert Müldür,Sassuolo,Serie A,2022,23,Defender,CB,1,7,0,,,,,,,,,,0,,0,0.001,0,0.001,,,-0.001,-0.016,-0.001,-0.016,,
Armand Laurienté,Sassuolo,Serie A,2022,23,Forward,WAM,2,150,0,,,,,,,,,,1,0.6,,,,,,,,,,,,
Juan Cabal,Verona,Serie A,2022,21,Defender,FB,1,29,0,,,,,,,,,,0,,0,0.001,0,0.001,,,-0.001,-0.002,-0.001,-0.003,0.001,0.002
Stefan Posch,Bologna,Serie A,2022,25,Defender,CB,1,90,0,,0.044,0.044,0.044,0.044,,,,,0,,,,,,,,,,,,,
Leandro Paredes,Juventus,Serie A,2022,28,Midfielder,CM,2,173,0,,0.075,0.039,0.075,0.039,,,,,0,,,,,,,,,,,,,
Arkadiusz Milik,Juventus,Serie A,2022,28,Forward,FW,4,152,2,1.184,,,,,1.137,,-0.072,,0,,,,,,,,,,,,,
Filip Kostic,Juventus,Serie A,2022,29,Midfielder,WAM,6,387,0,,,,,,0.628,,0.504,,2,0.465,,,,,,,,,,,,
Matteo Gabbia,Milan,Serie A,2022,22,Defender,DMC,1,7,0,,,,,,,,,,0,,0,0.003,0,0.002,,,-0.002,-0.025,-0.002,-0.025,,
Aster Vranckx,Milan,Serie A,2022,19,Midfielder,CM,1,12,0,,,,,,,,,,0,,,,,,,,,,,,0.001,0.004
Luís Maximiano,Lazio,Serie A,2022,23,Goalkeeper,GK,1,6,0,,,,,,,,,,0,,0,0.004,0,0.004,,,0.007,0.098,0.007,0.098,,
Mario Gila,Lazio,Serie A,2022,22,Defender,CB,1,8,0,,,,,,,,,,0,,0,0.004,0,0.004,,,0.003,0.036,0.002,0.02,0.001,0.016
Albin Ekdal,Spezia,Serie A,2022,33,Midfielder,CM,2,44,0,,,,,,,,,,0,,0.002,0.003,0.002,0.003,,,0.006,0.013,0.003,0.007,0.003,0.006
Yildirim Çetin,Lecce,Serie A,2022,25,Defender,CB,1,21,0,,,,,,,,,,0,,0,0.001,0,0.001,,,0.001,0.003,0.001,0.003,0,0
Tyronne Ebuehi,Empoli,Serie A,2022,26,Defender,FB,1,25,0,,,,,,,,,,0,,0.001,0.003,0.001,0.003,,,0.011,0.04,0.01,0.036,0.001,0.004
Jacopo Segre,Torino,Serie A,2022,,,,1,20,0,,,,,,,,,,0,,0.001,0.003,0.001,0.003,,,-0.003,-0.014,-0.004,-0.018,0.001,0.004
