,teamName,teamId,opponent,matchId,startDate,h_a,xG,xT,xGA,xTA,xGD,xTD
0,Newcastle,23,Nottingham Forest,1640679,2022-08-06,h,2.082378052962695,2.2041739380794394,0.38361471256117985,0.6495512395466865,1.698763340401515,1.554622698532753
1,Newcastle,23,Brighton,1640687,2022-08-13,a,0.12300913710814272,0.6630079953786514,1.6449401375419732,1.270745367650984,-1.5219310004338304,-0.6077373722723325
2,Newcastle,23,Man City,1640701,2022-08-21,h,1.993615423746679,1.0876524873553954,2.5142524835618842,1.5114062912505875,-0.5206370598152052,-0.423753803895192
3,Newcastle,23,Wolves,1640713,2022-08-28,a,1.8192415130510908,1.60700225925562,0.8246130052379135,0.6593360020666458,0.9946285078131774,0.9476662571889741
4,Newcastle,23,Liverpool,1640722,2022-08-31,a,0.3365511918947123,0.6080073869760975,1.7504089435986758,1.56499943275545,-1.4138577517039637,-0.9569920457793525
5,Newcastle,23,Crystal Palace,1640730,2022-09-03,h,3.1027367733889926,2.177797236232726,1.0067058903520165,0.7473004519253477,2.096030883036976,1.4304967843073781
6,Newcastle,23,Bournemouth,1640750,2022-09-17,h,1.6684712752969009,1.7347148013660427,0.7925362546279886,0.5159379760500363,0.8759350206689123,1.2187768253160063
7,Newcastle,23,Fulham,1640757,2022-10-01,a,2.9244265740689976,1.845292220529291,0.34694785806838846,0.5031262810673962,2.577478716000609,1.3421659394618948
8,Newcastle,23,Brentford,1640771,2022-10-08,h,1.3277606154786827,0.977281907326162,1.295956208975566,0.8637792050989803,0.03180440650311667,0.11350270222718173
9,Newcastle,23,Man Utd,1640780,2022-10-16,a,0.7871779675494877,1.1311786795515633,0.8833689695009288,1.095425480873177,-0.09619100195144115,0.03575319867838633
10,Newcastle,23,Everton,1640791,2022-10-19,h,1.9202406421769793,1.528702220296264,0.13176122100855273,0.5200074758276059,1.7884794211684265,1.008694744468658
11,Newcastle,23,Tottenham,1640801,2022-10-23,a,0.8979207544195652,1.0633731698423277,1.2855035452394135,1.1931719810862362,-0.38758279081984826,-0.12979881124390857
12,Newcastle,23,Aston Villa,1640813,2022-10-29,h,3.1376478907068934,1.9274157421244498,0.6559934207168232,0.43502989699299827,2.48165446999007,1.4923858451314516
13,Newcastle,23,Southampton,1640820,2022-11-06,a,0.916876917007949,0.776211946159425,1.2795487866332809,1.2708720447164727,-0.3626718696253318,-0.49466009855704773
14,Newcastle,23,Chelsea,1640829,2022-11-12,h,1.432672251944965,1.0885246654692005,0.48390597092160137,0.6147045294190816,0.9487662810233637,0.47382013605011886
15,Newcastle,23,Leicester,1640841,2022-12-26,a,1.7591703568109547,1.0102713838943966,0.5088951606285242,0.8593002227939277,1.2502751961824305,0.15097116110046893
16,Newcastle,23,Leeds,1640849,2022-12-31,h,1.4322871661646084,1.4729003031266081,0.5157103047839513,0.7703328949604782,0.9165768613806571,0.70256740816613
17,Newcastle,23,Arsenal,1640854,2023-01-03,a,0.9501682279187932,1.2187026934226262,1.2606428384484798,1.196559562204667,-0.3104746105296866,0.02214313121795919
18,Newcastle,23,Fulham,1640870,2023-01-15,h,1.7691796499949495,1.6507779792435746,1.1678008473733152,0.724730448737205,0.6013788026216342,0.9260475305063696
19,Newcastle,23,Crystal Palace,1640880,2023-01-21,a,1.3430469239490208,2.3666149451538416,0.4561876419169597,0.38809905972386766,0.8868592820320611,1.978515885429974
20,Newcastle,23,West Ham,1640908,2023-02-04,h,0.7481161572735018,0.8546221672310821,1.0201889845883685,0.7784419761856445,-0.2720728273148667,0.0761801910454376
21,Newcastle,23,Bournemouth,1640918,2023-02-11,a,1.5554183218757132,0.7080613470850197,1.4641558146223541,1.195023658914011,0.09126250725335905,-0.4869623118289914
22,Newcastle,23,Liverpool,1640948,2023-02-18,h,1.4256764714671204,1.5974263878155706,1.2473367176797943,1.2406362684849095,0.17833975378732614,0.35679011933066107
23,Newcastle,23,Man City,1640887,2023-03-04,a,0.7487623702284683,0.7323869353683261,1.1968063312676749,0.7172964697040211,-0.44804396103920663,0.015090465664305053
24,Newcastle,23,Wolves,1640909,2023-03-12,h,2.1476815859135567,1.478049470104066,0.6579794429001388,0.5581626849683233,1.4897021430134179,0.9198867851357427
25,Newcastle,23,Nottingham Forest,1640929,2023-03-17,a,2.994208048763952,1.6007081534959804,0.18805935575777652,0.2942648355293432,2.8061486930061754,1.3064433179666373
26,Newcastle,23,Man Utd,1640949,2023-04-02,h,3.089942142703683,2.128721795508406,0.4621378606315602,0.8545725569089355,2.627804282072123,1.2741492385994704
27,Newcastle,23,West Ham,1640743,2023-04-05,a,1.6761117412417015,1.038764634054557,0.5482848205157652,0.6434431106749692,1.1278269207259362,0.3953215233795879
28,Newcastle,23,Brentford,1640957,2023-04-08,a,0.9817390038350801,1.1515238888262056,2.947616394160405,2.012686007146087,-1.9658773903253253,-0.8611621183198812
29,Newcastle,23,Aston Villa,1640974,2023-04-15,a,0.5667320350563536,1.1474316304510201,2.099475572480168,1.194860011636809,-1.5327435374238145,-0.04742838118578896
30,Newcastle,23,Tottenham,1641006,2023-04-23,h,2.943224001849428,1.7290461737883978,0.8991944376648452,0.23868745868682487,2.0440295641845827,1.490358715101573
31,Newcastle,23,Everton,1641008,2023-04-27,a,2.1027341857456547,1.1791747204539904,0.5673308119360241,0.6302863998166555,1.5354033738096307,0.548888320637335
32,Newcastle,23,Southampton,1641034,2023-04-30,h,3.415511826075057,2.7849919219074093,0.5876450479916802,0.3590763718001109,2.827866778083377,2.425915550107298
