,teamName,teamId,opponent,matchId,startDate,h_a,xG,xT,xGA,xTA,xGD,xTD
0,Everton,31,Chelsea,1640681,2022-08-06,h,0.6317006995517066,0.7055908234189144,2.152560084693431,1.3711788690894036,-1.5208593851417245,-0.6655880456704891
1,Everton,31,Aston Villa,1640685,2022-08-13,a,1.9383943787182283,1.177501175241442,1.6561949271131584,1.2561072223660972,0.2821994516050699,-0.07860604712465524
2,Everton,31,Nottingham Forest,1640696,2022-08-20,h,1.2632229259717158,0.5160814950941031,0.8772677553214338,0.7985993212515967,0.38595517065028206,-0.28251782615749366
3,Everton,31,Brentford,1640706,2022-08-27,a,1.0728795509308025,0.8387981954686813,2.374334159187011,1.538096221016419,-1.3014546082562084,-0.6992980255477378
4,Everton,31,Leeds,1640717,2022-08-30,a,0.5942336989476453,0.4887872044401157,1.5318509012923975,1.3584248469140605,-0.9376172023447522,-0.8696376424739448
5,Everton,31,Liverpool,1640728,2022-09-03,h,1.3280844583357567,0.6498274718364908,2.4683235477547236,2.247285541822573,-1.140239089418967,-1.5974580699860819
6,Everton,31,West Ham,1640748,2022-09-18,h,0.29161755317376425,0.8260915966749786,1.0481920053672102,1.4061102198872515,-0.756574452193446,-0.5800186232122729
7,Everton,31,Southampton,1640762,2022-10-01,a,1.472730188414073,1.7758848627543915,2.2699968549410467,1.7209844483119217,-0.7972666665269736,0.05490041444246985
8,Everton,31,Man Utd,1640769,2022-10-09,h,0.8149143416486031,1.1359514620574096,0.8032567750160164,0.861426786446761,0.011657566632586658,0.27452467561064864
9,Everton,31,Tottenham,1640782,2022-10-15,a,0.29869765244110863,0.2718292566415813,2.588786243967811,1.7099823827699525,-2.2900885915267026,-1.438153126128371
10,Everton,31,Newcastle,1640791,2022-10-19,a,0.13176122100855273,0.5200074758276059,1.9202406421769793,1.528702220296264,-1.7884794211684265,-1.008694744468658
11,Everton,31,Crystal Palace,1640796,2022-10-22,h,1.446976661043198,0.5675438496805514,1.16134808829395,0.7715176043954161,0.285628572749248,-0.20397375471486467
12,Everton,31,Fulham,1640809,2022-10-29,a,0.9413135221537761,0.9852188512729695,2.2404038063532954,1.6356214337406552,-1.2990902841995193,-0.6504025824676857
13,Everton,31,Leicester,1640816,2022-11-05,h,1.3322861713777774,1.538971069019695,1.5650192691034455,1.0196525621099313,-0.23273309772566808,0.5193185069097637
14,Everton,31,Bournemouth,1640824,2022-11-12,a,1.0906628616775245,1.0772225443260517,1.9476559839911658,1.256264303740182,-0.8569931223136413,-0.17904175941413025
15,Everton,31,Wolves,1640839,2022-12-26,h,1.00860395878351,0.7713831182250196,0.7286923135983159,0.5694079745024906,0.2799116451851942,0.201975143722529
16,Everton,31,Man City,1640848,2022-12-31,a,0.036500303259046865,0.2914039500788402,2.042359406156999,1.5232903188189986,-2.005859102897952,-1.2318863687401584
17,Everton,31,Brighton,1640859,2023-01-03,h,1.2701644441148487,0.8281076781252357,1.7917473384576323,0.6362794936122459,-0.5215828943427836,0.19182818451298977
18,Everton,31,Southampton,1640868,2023-01-14,h,0.816072328171988,0.8692974677946635,0.9898932985075215,0.7836872200754657,-0.17382097033553345,0.0856102477191979
19,Everton,31,West Ham,1640894,2023-01-21,a,0.5809664828061215,0.7252497064667816,1.8073089638367157,1.281569460345878,-1.2263424810305943,-0.5563197538790965
20,Everton,31,Arsenal,1640904,2023-02-04,h,1.2724090939180135,1.8569810581142632,0.7694490437165479,0.8760976790558116,0.5029600502014656,0.9808833790584516
21,Everton,31,Liverpool,1640928,2023-02-13,a,0.27337346042933086,0.742442315328962,1.2802130529240558,0.8828376338340886,-1.006839592494725,-0.14039531850512665
22,Everton,31,Leeds,1640944,2023-02-18,h,1.2502404442427082,1.8217739250224017,0.6339364981702516,1.0853846069133537,0.6163039460724566,0.736389318109048
23,Everton,31,Aston Villa,1640960,2023-02-25,h,2.2602043461142896,1.8875327011318292,1.5743493363511276,0.676169511359505,0.6858550097631619,1.2113631897723243
24,Everton,31,Arsenal,1640734,2023-03-01,a,1.2888633877183029,0.5375377399375503,2.449652000001776,1.3818523889398309,-1.160788612283473,-0.8443146490022806
25,Everton,31,Nottingham Forest,1640889,2023-03-05,a,1.821480625147069,1.2460920181728268,0.5954134451447596,0.6701538872822967,1.2260671800023095,0.57593813089053
26,Everton,31,Brentford,1640899,2023-03-11,h,1.2212712619768484,0.9614042463384475,1.6479845783126879,2.089220154708611,-0.4267133163358394,-1.1278159083701635
27,Everton,31,Chelsea,1640923,2023-03-18,a,0.6916201141634495,0.9321711010932245,2.3752644351096275,1.9578334579671264,-1.683644320946178,-1.0256623568739018
28,Everton,31,Tottenham,1640945,2023-04-03,h,0.7554126078328314,1.3075369769384104,1.2586545225442527,0.8502475908250975,-0.5032419147114213,0.45728938611331293
29,Everton,31,Man Utd,1640967,2023-04-08,a,1.066210862249749,0.8781064767187822,2.3772993044232607,1.726706304006467,-1.3110884421735116,-0.8485998272876848
30,Everton,31,Fulham,1640976,2023-04-15,h,1.635505725504799,0.9826553429219227,1.7866627889042335,0.9049160720483314,-0.15115706339943458,0.07773927087359134
31,Everton,31,Crystal Palace,1640996,2023-04-22,a,0.5151123643550815,0.841537762366458,0.3798400372975645,1.0710115391503887,0.13527232705751696,-0.22947377678393066
32,Everton,31,Newcastle,1641008,2023-04-27,h,0.5673308119360241,0.6302863998166555,2.1027341857456547,1.1791747204539904,-1.5354033738096307,-0.548888320637335
