,teamName,teamId,opponent,matchId,startDate,h_a,xG,xT,xGA,xTA,xGD,xTD
0,Leicester,14,Brentford,1640678,2022-08-07,h,0.5924411306994173,0.808216656317675,0.7325950804567838,0.6649503450990555,-0.1401539497573665,0.14326631121861955
1,Leicester,14,Arsenal,1640684,2022-08-13,a,0.6425608893656967,0.42605789856841797,2.1925962971242305,1.264039462235945,-1.5500354077585339,-0.837981563667527
2,Leicester,14,Southampton,1640699,2022-08-20,h,0.2058156891414598,0.6729792852469353,1.2203529116746423,1.291875146225624,-1.0145372225331826,-0.6188958609786887
3,Leicester,14,Chelsea,1640708,2022-08-27,a,1.0481138449572198,1.3793653222551834,1.2049421901192714,0.8888671717529082,-0.15682834516205157,0.4904981505022752
4,Leicester,14,Man Utd,1640718,2022-09-01,h,0.315535577694658,0.6990780778140905,0.7003778463876364,0.6988815871085873,-0.38484226869297844,0.00019649070550320502
5,Leicester,14,Brighton,1640726,2022-09-04,a,1.0900436263916427,0.6886061486084587,2.1399273805504175,1.4984527764329878,-1.0498837541587749,-0.8098466278245291
6,Leicester,14,Tottenham,1640752,2022-09-17,a,1.729197144879746,0.9564711228614353,1.2362646910309727,0.9774212207715732,0.4929324538487734,-0.02095009791013791
7,Leicester,14,Nottingham Forest,1640759,2022-10-03,h,1.1979934159722776,0.9728457660204192,1.2098497245495907,0.9324744969964247,-0.011856308577313124,0.04037126902399446
8,Leicester,14,Bournemouth,1640765,2022-10-08,a,1.4008126024460181,0.9617614874763736,1.6801191843747183,0.9807457523505253,-0.27930658192870017,-0.018984264874151724
9,Leicester,14,Crystal Palace,1640778,2022-10-15,h,0.8189114020893845,0.9462918453009384,0.27381579747646995,0.5412349810728592,0.5450956046129145,0.4050568642280792
10,Leicester,14,Leeds,1640789,2022-10-20,h,0.4435114723887002,0.6330899017055789,1.1658574505382306,0.8362782288240939,-0.7223459781495305,-0.20318832711851498
11,Leicester,14,Wolves,1640803,2022-10-23,a,0.7104890870699873,1.0627146578451419,2.0071437466335356,1.7737365475795532,-1.2966546595635484,-0.7110218897344114
12,Leicester,14,Man City,1640810,2022-10-29,h,0.6984641331980314,0.5886725098343832,0.7631568912261308,1.4507060837237973,-0.06469275802809948,-0.862033573889414
13,Leicester,14,Everton,1640816,2022-11-05,a,1.5650192691034455,1.0196525621099313,1.3322861713777774,1.538971069019695,0.23273309772566808,-0.5193185069097637
14,Leicester,14,West Ham,1640832,2022-11-12,a,1.2385798805788097,0.42141418322399693,1.3760193713837068,1.4886369894205314,-0.13743949080489704,-1.0672228061965345
15,Leicester,14,Newcastle,1640841,2022-12-26,h,0.5088951606285242,0.8593002227939277,1.7591703568109547,1.0102713838943966,-1.2502751961824305,-0.15097116110046893
16,Leicester,14,Liverpool,1640847,2022-12-30,a,0.509016404804647,0.8704048511186933,1.5049573438404695,1.1238766498066752,-0.9959409390358225,-0.253471798687982
17,Leicester,14,Fulham,1640861,2023-01-03,h,1.0844514533865388,1.0428481429478498,1.1323049426952525,0.729247154257944,-0.04785348930871369,0.3136009886899058
18,Leicester,14,Nottingham Forest,1640871,2023-01-14,a,0.7497065051937205,1.1473275819360718,1.252026394146864,0.9764870206078589,-0.5023198889531434,0.1708405613282129
19,Leicester,14,Brighton,1640886,2023-01-21,h,1.088115176385057,0.5437174890094073,1.2691830142841563,0.9728419133312057,-0.1810678378990993,-0.4291244243217984
20,Leicester,14,Aston Villa,1640896,2023-02-04,a,0.9149878913399334,0.7959135321510995,1.8343363286901917,1.476626124560641,-0.9193484373502583,-0.6807125924095414
21,Leicester,14,Tottenham,1640926,2023-02-11,h,1.0905547728274338,0.7536005662213113,0.9299439717390287,0.5719364519180663,0.1606108010884052,0.18166411430324503
22,Leicester,14,Man Utd,1640946,2023-02-19,a,1.003156605924975,0.7768066569004062,3.274836088638842,1.9162086164550125,-2.271679482713867,-1.1394019595546063
23,Leicester,14,Arsenal,1640966,2023-02-25,h,0.01460170757386615,0.4812382376938575,0.4199964944225512,0.8901613081550613,-0.4053947868486851,-0.40892307046120385
24,Leicester,14,Southampton,1640891,2023-03-04,a,1.022341752756877,1.645414045407179,1.1507551752422147,0.500876184360231,-0.1284134224853377,1.144537861046948
25,Leicester,14,Chelsea,1640905,2023-03-11,h,1.634380904474213,1.233888288022084,1.1758956503495253,0.8936910131570678,0.45848525412468777,0.3401972748650163
26,Leicester,14,Brentford,1640919,2023-03-18,a,1.1893758666500776,1.0987750968501069,0.6485029166081252,1.1869905016525446,0.5408729500419523,-0.08821540480243772
27,Leicester,14,Crystal Palace,1640943,2023-04-01,a,0.21449164709558488,0.25177862227986264,2.3893977824697616,1.5605678010594142,-2.1749061353741768,-1.3087891787795516
28,Leicester,14,Aston Villa,1640739,2023-04-04,h,0.4246855618382454,0.4280156783062341,0.7768066997321311,0.624371005667078,-0.3521211378938857,-0.19635532736084393
29,Leicester,14,Bournemouth,1640963,2023-04-08,h,1.0144519718139853,1.0428932842130485,2.1795890587763522,0.9723753803427074,-1.165137086962367,0.07051790387034107
30,Leicester,14,Man City,1640978,2023-04-15,a,1.4623678307489871,0.8118758287093845,1.7207039972205886,0.1998534593566611,-0.2583361664716015,0.6120223693527234
31,Leicester,14,Wolves,1641000,2023-04-22,h,2.5633839200482793,0.8331422880072934,0.6104607205661527,0.7964951944976953,1.9529231994821266,0.03664709350959805
32,Leicester,14,Leeds,1641010,2023-04-25,a,2.126164415028297,1.3130044586161767,1.6734902065748996,1.4029038890084442,0.45267420845339723,-0.08989943039226755
