,teamName,teamId,opponent,matchId,startDate,h_a,xG,xT,xGA,xTA,xGD,xTD
0,Tottenham,30,Southampton,1640680,2022-08-06,h,1.9490852914903263,1.5967229295515029,0.5876484787172057,0.6575966843075287,1.3614368127731207,0.9391262452439741
1,Tottenham,30,Chelsea,1640688,2022-08-14,a,0.7754856444438085,0.8009310862422326,1.8006291312623568,0.9294490898845922,-1.0251434868185483,-0.12851800364235955
2,Tottenham,30,Wolves,1640702,2022-08-20,h,1.680681519352354,1.4147017050562807,0.8360125658586559,0.6820531268606141,0.8446689534936982,0.7326485781956665
3,Tottenham,30,Nottingham Forest,1640711,2022-08-28,a,2.359383487074024,0.9522664024828955,0.9009487255095548,1.303163461660254,1.4584347615644693,-0.3508970591773586
4,Tottenham,30,West Ham,1640719,2022-08-31,a,0.8979243449586743,0.8189721283613781,1.5135635322150953,0.6986031995498941,-0.615639187256421,0.12036892881148398
5,Tottenham,30,Fulham,1640732,2022-09-03,h,2.8108182897751544,1.3586727381475978,0.637093746740364,0.4268483706845512,2.1737245430347905,0.9318243674630466
6,Tottenham,30,Leicester,1640752,2022-09-17,h,1.2362646910309727,0.9774212207715732,1.729197144879746,0.9564711228614353,-0.4929324538487734,0.02095009791013791
7,Tottenham,30,Arsenal,1640754,2022-10-01,a,1.2701049784650278,0.4483052189345798,2.2328804751514952,1.8812547799400443,-0.9627754966864674,-1.4329495610054646
8,Tottenham,30,Brighton,1640766,2022-10-08,a,0.41496092106919374,0.5069792824080834,0.7767447260472135,1.1033782925201552,-0.3617838049780197,-0.5963990101120717
9,Tottenham,30,Everton,1640782,2022-10-15,h,2.588786243967811,1.7099823827699525,0.29869765244110863,0.2718292566415813,2.2900885915267026,1.438153126128371
10,Tottenham,30,Man Utd,1640793,2022-10-19,a,0.6592919423899022,0.8549888239827501,1.3322490287966344,1.131080991237429,-0.6729570864067322,-0.2760921672546788
11,Tottenham,30,Newcastle,1640801,2022-10-23,h,1.2855035452394135,1.1931719810862362,0.8979207544195652,1.0633731698423277,0.38758279081984826,0.12979881124390857
12,Tottenham,30,Bournemouth,1640805,2022-10-29,a,2.115233600716218,2.168498391270427,0.561468440102202,1.0009791239731238,1.5537651606140161,1.1675192672973034
13,Tottenham,30,Liverpool,1640821,2022-11-06,h,1.3220626262746982,1.6726217745007095,1.0632281983280407,0.6319304121786277,0.25883442794665745,1.040691362322082
14,Tottenham,30,Leeds,1640831,2022-11-12,h,1.5951627719002692,0.968751712599732,0.8013894814806447,0.5561786938548379,0.7937732904196245,0.41257301874489416
15,Tottenham,30,Brentford,1640836,2022-12-26,a,1.506553869555136,1.4201263472720151,1.8981076212338441,0.9488400805166044,-0.3915537516787082,0.47128626675541074
16,Tottenham,30,Aston Villa,1640851,2023-01-01,h,0.5154657028322268,0.733672770584435,1.2400950856329194,0.600678288953788,-0.7246293828006926,0.13299448163064698
17,Tottenham,30,Crystal Palace,1640858,2023-01-04,a,1.089104286383164,0.9221857348214129,0.8789554575973924,1.0117141601936537,0.21014882878577157,-0.08952842537224082
18,Tottenham,30,Arsenal,1640872,2023-01-15,h,1.1557278650905052,0.931343373294457,1.3808181235464991,1.1115963797452932,-0.22509025845599395,-0.1802530064508362
19,Tottenham,30,Man City,1640741,2023-01-19,a,0.7443635688857647,0.7725492509641247,1.7492532870489872,1.2112580280204,-1.0048897181632226,-0.4387087770562752
20,Tottenham,30,Fulham,1640882,2023-01-23,a,0.780746765874034,0.7337481981287591,1.0279893408813117,1.3338921963156993,-0.24724257500727764,-0.6001439981869402
21,Tottenham,30,Man City,1640912,2023-02-05,h,1.1470535274659062,0.7007423340615915,1.107993016093835,0.880995833191344,0.03906051137207123,-0.18025349912975253
22,Tottenham,30,Leicester,1640926,2023-02-11,a,0.9299439717390287,0.5719364519180663,1.0905547728274338,0.7536005662213113,-0.1606108010884052,-0.18166411430324503
23,Tottenham,30,West Ham,1640952,2023-02-19,h,0.779924733370028,0.9741222565944467,0.4717488817578752,0.5147429146258793,0.3081758516121528,0.45937934196856745
24,Tottenham,30,Chelsea,1640972,2023-02-26,h,0.6588510338592461,0.4982832406083483,0.32639338769113685,0.5692382318933943,0.3324576461681093,-0.07095499128504601
25,Tottenham,30,Wolves,1640893,2023-03-04,a,0.9268740621561657,1.1301765686676526,0.4722318541884403,0.5494600126376971,0.4546422079677254,0.5807165560299555
26,Tottenham,30,Nottingham Forest,1640911,2023-03-11,h,2.301549703477466,1.8236753829326315,1.4228159876081816,0.8865853698720491,0.8787337158692845,0.9370900130605825
27,Tottenham,30,Southampton,1640931,2023-03-18,a,1.7311270604045956,1.622523336185944,2.625439160495086,1.002359139120906,-0.8943121000904906,0.620164197065038
28,Tottenham,30,Everton,1640945,2023-04-03,a,1.2586545225442527,0.8502475908250975,0.7554126078328314,1.3075369769384104,0.5032419147114213,-0.45728938611331293
29,Tottenham,30,Brighton,1640971,2023-04-08,h,0.6016877475435984,0.8044242876863126,1.5247607803574914,1.9196799423793591,-0.923073032813893,-1.1152556546930465
30,Tottenham,30,Bournemouth,1640981,2023-04-15,h,1.9621600864524003,1.5820503762444798,0.68751177479345,0.3833986298604309,1.2746483116589502,1.198651746384049
31,Tottenham,30,Newcastle,1641006,2023-04-23,a,0.8991944376648452,0.23868745868682487,2.943224001849428,1.7290461737883978,-2.0440295641845827,-1.490358715101573
32,Tottenham,30,Man Utd,1641014,2023-04-27,h,1.9432867630964767,1.1517473048282958,1.6428365404855894,0.9603492023459702,0.3004502226108874,0.19139810248232558
