Full Name,Team,League,season,Age,Position,Role,Appearances,Time Played,Goals,Goals_p90,xG,xG_p90,npxG,npxG_p90,xGoT,xGoTA,SGA,Goals prevented per xGoT,Assists,Assists_p90,xA,xA_p90,opxA,opxA_p90,xOVA,xOVA_p90,xThreat,xThreat_p90,xThreat from passes,xThreat from passes_p90,xThreat from carries,xThreat from carries_p90
Nicolás Melamed,Espanyol,La Liga,2022,21,Midfielder,CAM,3,103,0,,0.078,0.068,0.078,0.068,,,,,0,,0.004,0.003,0.004,0.003,0.021,0.018,0.023,0.02,-0.031,-0.027,0.054,0.047
Eray Cömert,Valencia CF,La Liga,2022,24,Defender,CB,3,232,0,,0.038,0.015,0.038,0.015,0.085,,,,0,,0.026,0.01,0.026,0.01,0.021,0.008,0.088,0.034,0.065,0.025,0.023,0.009
Fede San Emeterio,Cádiz,La Liga,2022,25,Midfielder,CM,3,118,0,,,,,,,,,,0,,0.027,0.021,0.027,0.02,0.021,0.016,0.041,0.031,0.034,0.026,0.007,0.005
Jeremías Ledesma,Cádiz,La Liga,2022,29,Goalkeeper,GK,4,360,0,,,,,,,8.782,,-0.139,0,,0.027,0.007,0.023,0.006,0.02,0.005,0.112,0.028,0.109,0.027,0.002,0.001
David Soria,Getafe,La Liga,2022,29,Goalkeeper,GK,4,360,0,,,,,,,7.945,,-0.135,0,,0.027,0.007,0.022,0.005,0.02,0.005,0.096,0.024,0.094,0.024,0.001,0
Alejandro Pozo,Almería,La Liga,2022,23,Midfielder,WAM,1,74,0,,,,,,,,,,1,1.216,0.023,0.028,0.023,0.027,0.019,0.024,0.054,0.066,0.024,0.029,0.03,0.037
Alejandro Catena,Rayo Vallecano,La Liga,2022,27,Defender,CB,4,360,0,,,,,,,,,,0,,0.041,0.01,0.031,0.008,0.019,0.005,0.213,0.053,0.168,0.042,0.045,0.011
Malcom Adu,Athletic Club,La Liga,2022,20,Forward,FW,1,4,0,,0.013,0.293,0.013,0.293,,,,,0,,0.011,0.243,0.011,0.243,0.019,0.428,0.014,0.317,0.011,0.242,0.003,0.076
Diego Rico,Real Sociedad,La Liga,2022,29,Defender,FB,1,81,0,,0.013,0.014,0.013,0.014,0.019,,0.006,,0,,0.015,0.017,0.014,0.015,0.016,0.018,0.064,0.072,0.042,0.047,0.022,0.025
Agustín Marchesín,Celta de Vigo,La Liga,2022,34,Goalkeeper,GK,4,360,0,,,,,,,5.761,,-0.041,0,,0.033,0.008,0.02,0.005,0.015,0.004,0.101,0.025,0.097,0.024,0.003,0.001
Jaime Seoane,Getafe,La Liga,2022,25,Midfielder,CM,4,190,0,,0.017,0.008,0.017,0.008,,,,,0,,0.011,0.005,0.011,0.005,0.015,0.007,0.016,0.008,-0.001,0,0.017,0.008
Ezequiel Ponce,Elche,La Liga,2022,25,Forward,FW,4,211,0,,0.058,0.025,0.058,0.025,,,,,0,,0.077,0.033,0.077,0.033,0.014,0.006,0.002,0.001,-0.005,-0.002,0.007,0.003
Eden Hazard,Real Madrid,La Liga,2022,31,Forward,WAM,2,39,0,,0.782,1.804,,,0.786,,0.004,,0,,0.061,0.141,0.061,0.141,0.014,0.033,0.024,0.056,0.009,0.02,0.016,0.037
Mario Hermoso,Atlético de Madrid,La Liga,2022,27,Defender,FB,1,12,0,,,,,,,,,,0,,0.014,0.105,0.014,0.105,0.013,0.097,0.036,0.269,0.036,0.269,,
Stole Dimitrievski,Rayo Vallecano,La Liga,2022,28,Goalkeeper,GK,4,360,0,,,,,,,6.007,,0.334,0,,0.022,0.006,0.018,0.004,0.013,0.003,0.083,0.021,0.08,0.02,0.003,0.001
Nemanja Maksimovic,Getafe,La Liga,2022,27,Midfielder,CM,4,170,0,,,,,,,,,,0,,0.03,0.016,0.03,0.016,0.012,0.006,0.026,0.014,0.018,0.009,0.008,0.004
Juanpe,Girona,La Liga,2022,31,Defender,CB,4,360,0,,,,,,,,,,0,,0.103,0.026,0.102,0.025,0.012,0.003,0.277,0.069,0.216,0.054,0.06,0.015
Álex Remiro,Real Sociedad,La Liga,2022,27,Goalkeeper,GK,4,360,0,,,,,,,4.831,,-0.035,0,,0.019,0.005,0.017,0.004,0.011,0.003,0.073,0.018,0.072,0.018,0.002,0
Axel Witsel,Atlético de Madrid,La Liga,2022,33,Midfielder,CM,4,360,0,,,,,,,,,,0,,0.025,0.006,0.024,0.006,0.011,0.003,0.129,0.032,0.096,0.024,0.033,0.008
Martin Valjent,Mallorca,La Liga,2022,26,Defender,CB,4,360,0,,,,,,,,,,0,,0.029,0.007,0.019,0.005,0.011,0.003,0.114,0.029,0.1,0.025,0.014,0.004
Suso,Sevilla,La Liga,2022,28,Midfielder,WAM,1,26,0,,,,,,,,,,0,,0.014,0.048,0.013,0.046,0.011,0.037,0.042,0.147,0.021,0.072,0.021,0.074
Éder Militão,Real Madrid,La Liga,2022,24,Defender,CB,3,270,0,,0.065,0.022,0.065,0.022,,,,,0,,0.019,0.006,0.018,0.006,0.011,0.004,0.135,0.045,0.093,0.031,0.042,0.014
Jesús Vázquez,Valencia CF,La Liga,2022,19,Defender,FB,2,135,0,,0.046,0.031,0.046,0.031,,,,,0,,0.017,0.011,0.016,0.011,0.01,0.007,0.033,0.022,0.003,0.002,0.03,0.02
Houboulang Mendes,Almería,La Liga,2022,24,Defender,FB,1,16,0,,,,,,,,,,0,,0.011,0.063,0.011,0.062,0.01,0.055,0.012,0.07,0.008,0.048,0.004,0.022
Randy Nteka,Rayo Vallecano,La Liga,2022,24,Midfielder,CAM,2,17,0,,,,,,,,,,0,,0.011,0.06,0.011,0.06,0.009,0.05,0.014,0.074,0.012,0.065,0.002,0.009
David García,Osasuna,La Liga,2022,28,Defender,CB,4,360,0,,0.085,0.021,0.085,0.021,,,,,0,,0.039,0.01,0.039,0.01,0.009,0.002,0.223,0.056,0.214,0.053,0.009,0.002
Andreas Christensen,Barcelona,La Liga,2022,26,Defender,CB,2,150,0,,0.063,0.038,0.063,0.038,,,,,0,,0.026,0.016,0.025,0.015,0.009,0.005,0.125,0.075,0.094,0.056,0.031,0.019
Raúl Guti,Elche,La Liga,2022,25,Midfielder,CM,2,90,0,,0.041,0.041,0.041,0.041,0.129,,0.088,,0,,0.021,0.021,0.021,0.021,0.008,0.008,0.024,0.024,0.003,0.003,0.021,0.021
Edgar Badia,Elche,La Liga,2022,30,Goalkeeper,GK,4,360,0,,,,,,,13.588,,0.338,0,,0.013,0.003,0.012,0.003,0.008,0.002,0.083,0.021,0.081,0.02,0.002,0
Fernando Martínez,Almería,La Liga,2022,32,Goalkeeper,GK,3,270,0,,,,,,,4.512,,0.114,0,,0.011,0.004,0.01,0.003,0.008,0.003,0.04,0.013,0.04,0.013,0.001,0
Kaiky,Almería,La Liga,2022,18,Defender,CB,3,245,0,,,,,,,,,,0,,0.013,0.005,0.012,0.004,0.008,0.003,0.104,0.038,0.075,0.028,0.029,0.011
Nacho,Real Madrid,La Liga,2022,32,Defender,CB,1,90,0,,,,,,,,,,0,,0.011,0.011,0.011,0.011,0.008,0.008,0.089,0.089,0.064,0.064,0.025,0.025
David López,Girona,La Liga,2022,32,Defender,CB,4,331,0,,0.114,0.031,0.114,0.031,0.055,,-0.001,,0,,0.042,0.011,0.041,0.011,0.007,0.002,0.174,0.047,0.08,0.022,0.094,0.026
Fidel,Elche,La Liga,2022,32,Midfielder,WAM,1,45,0,,,,,,,,,,0,,0.021,0.042,0.013,0.026,0.007,0.014,0.025,0.051,0.02,0.04,0.005,0.011
Rui Silva,Real Betis,La Liga,2022,28,Goalkeeper,GK,4,360,0,,,,,,,3.15,,0.048,0,,0.021,0.005,0.011,0.003,0.007,0.002,0.079,0.02,0.076,0.019,0.003,0.001
Andrés Guardado,Real Betis,La Liga,2022,35,Midfielder,CM,2,72,0,,,,,,,,,,0,,0.013,0.016,0.013,0.016,0.007,0.009,0.044,0.055,0.035,0.044,0.009,0.011
Gerónimo Rulli,Villarreal,La Liga,2022,30,Goalkeeper,GK,4,360,0,,,,,,,1.766,,1,0,,0.015,0.004,0.014,0.004,0.007,0.002,0.08,0.02,0.072,0.018,0.008,0.002
Juan Carlos Martín,Girona,La Liga,2022,34,Goalkeeper,GK,4,360,0,,,,,,,4.181,,0.043,0,,0.013,0.003,0.013,0.003,0.007,0.002,0.066,0.017,0.065,0.016,0.001,0
Benjamin Lecomte,Espanyol,La Liga,2022,31,Goalkeeper,GK,3,269,0,,,,,,,4.021,,-0.492,0,,0.013,0.004,0.009,0.003,0.006,0.002,0.083,0.028,0.079,0.026,0.004,0.001
Domingos Duarte,Getafe,La Liga,2022,27,Defender,CB,4,360,0,,0.156,0.039,0.156,0.039,0.034,,-0.003,,0,,0.044,0.011,0.04,0.01,0.006,0.001,0.096,0.024,0.086,0.022,0.01,0.002
Unai Simón,Athletic Club,La Liga,2022,25,Goalkeeper,GK,4,360,0,,,,,,,2.262,,0.558,0,,0.01,0.003,0.01,0.003,0.006,0.001,0.101,0.025,0.102,0.025,-0.001,0
Bono,Sevilla,La Liga,2022,31,Goalkeeper,GK,4,360,0,,,,,,,8.209,,0.025,0,,0.013,0.003,0.011,0.003,0.005,0.001,0.052,0.013,0.049,0.012,0.003,0.001
Álex Fernández,Cádiz,La Liga,2022,29,Midfielder,CM,2,45,0,,,,,,,,,,0,,0.008,0.016,0.008,0.015,0.005,0.01,0.025,0.051,0.029,0.057,-0.003,-0.006
Pedro Bigas,Elche,La Liga,2022,32,Defender,CB,4,360,0,,0.013,0.003,0.013,0.003,,,,,0,,0.025,0.006,0.021,0.005,0.005,0.001,0.176,0.044,0.128,0.032,0.048,0.012
Sergio Asenjo,Real Valladolid,La Liga,2022,33,Goalkeeper,GK,2,180,0,,,,,,,2.462,,-0.625,0,,0.007,0.004,0.007,0.003,0.005,0.002,0.04,0.02,0.041,0.02,-0.001,0
Luiz Felipe,Real Betis,La Liga,2022,25,Defender,CB,2,105,0,,,,,,,,,,0,,0.007,0.006,0.007,0.006,0.004,0.003,0.062,0.053,0.056,0.048,0.006,0.005
Joaquín,Real Betis,La Liga,2022,41,Midfielder,WAM,1,19,0,,,,,,,,,,0,,0.012,0.055,0.011,0.05,0.004,0.018,0.032,0.15,0.012,0.056,0.02,0.094
Joaquín Fernández,Real Valladolid,La Liga,2022,26,Midfielder,CB,3,247,0,,,,,,,,,,0,,0.012,0.004,0.011,0.004,0.004,0.001,0.08,0.029,0.077,0.028,0.003,0.001
Saúl Ñíguez,Atlético de Madrid,La Liga,2022,27,Midfielder,CM,3,152,0,,0.052,0.031,0.052,0.031,0.022,,-0.007,,0,,0.012,0.007,0.011,0.007,0.004,0.002,0.033,0.019,-0.006,-0.004,0.039,0.023
Thibaut Courtois,Real Madrid,La Liga,2022,30,Goalkeeper,GK,4,360,0,,,,,,,3.382,,-0.183,0,,0.013,0.003,0.01,0.002,0.004,0.001,0.079,0.02,0.072,0.018,0.007,0.002
Joseba Zaldua,Cádiz,La Liga,2022,30,Defender,FB,4,356,0,,0.022,0.006,0.022,0.006,,,,,0,,0.027,0.007,0.024,0.006,0.004,0.001,0.151,0.038,0.082,0.021,0.069,0.017
Robin Le Normand,Real Sociedad,La Liga,2022,25,Defender,CB,4,360,0,,,,,,,,,,0,,0.046,0.011,0.045,0.011,0.004,0.001,0.152,0.038,0.1,0.025,0.052,0.013
Kiko Femenía,Villarreal,La Liga,2022,31,Defender,WAM,2,111,0,,,,,,,,,,0,,0.133,0.108,0.132,0.107,0.003,0.003,0.124,0.101,0.071,0.058,0.053,0.043
Arnau Puigmal,Almería,La Liga,2022,21,Midfielder,CM,2,90,0,,,,,,,,,,0,,0.019,0.019,0.018,0.018,0.003,0.003,0.08,0.08,0.057,0.057,0.022,0.022
Óscar Mingueza,Celta de Vigo,La Liga,2022,23,Defender,CB,2,8,0,,,,,,,,,,0,,0.003,0.036,0.003,0.035,0.003,0.033,0.009,0.104,0.009,0.104,,
Nemanja Gudelj,Sevilla,La Liga,2022,30,Midfielder,DMC,2,135,0,,0.046,0.031,0.046,0.031,,,,,0,,0.023,0.015,0.023,0.015,0.003,0.002,0.071,0.047,0.059,0.039,0.012,0.008
Jan Oblak,Atlético de Madrid,La Liga,2022,29,Goalkeeper,GK,4,354,0,,,,,,,2.855,,-0.051,0,,0.009,0.002,0.006,0.002,0.003,0.001,0.028,0.007,0.026,0.007,0.002,0
Giorgi Mamardashvili,Valencia CF,La Liga,2022,21,Goalkeeper,GK,4,360,0,,,,,,,3.845,,0.35,0,,0.009,0.002,0.007,0.002,0.003,0.001,0.03,0.007,0.028,0.007,0.002,0
César De la Hoz,Almería,La Liga,2022,30,Midfielder,DMC,1,45,0,,,,,,,,,,0,,0.003,0.006,0.003,0.006,0.002,0.005,0.018,0.037,0.016,0.033,0.002,0.004
Íñigo Ruíz de Galarreta,Mallorca,La Liga,2022,29,Midfielder,CM,2,4,0,,,,,,,,,,0,,0.004,0.08,0.004,0.08,0.002,0.048,0.02,0.452,0.016,0.354,0.004,0.098
Iddrisu Baba,Mallorca,La Liga,2022,26,Midfielder,CM,2,18,0,,,,,,,,,,0,,0.002,0.011,0.002,0.011,0.002,0.008,0.007,0.033,0.006,0.031,0,0.002
Javi Sánchez,Real Valladolid,La Liga,2022,25,Defender,CB,2,180,0,,,,,,,,,,0,,0.004,0.002,0.004,0.002,0.001,0.001,0.03,0.015,0.031,0.016,-0.001,-0.001
Gastón Álvarez,Getafe,La Liga,2022,22,Defender,CB,2,135,0,,,,,,,,,,0,,0.004,0.002,0.003,0.002,0.001,0.001,0.005,0.003,0.004,0.003,0.001,0
Alfonso Espino,Cádiz,La Liga,2022,30,Defender,FB,4,316,0,,0.023,0.007,0.023,0.007,,,,,0,,0.031,0.009,0.028,0.008,0.001,0,0.181,0.052,0.171,0.049,0.01,0.003
Fabrizio Angileri,Getafe,La Liga,2022,28,Defender,FB,3,269,0,,,,,,,,,,0,,0.02,0.007,0.015,0.005,0.001,0,0.022,0.007,0.008,0.003,0.014,0.005
Jordi Masip,Real Valladolid,La Liga,2022,33,Goalkeeper,GK,1,90,0,,,,,,,4.928,,0.188,0,,0.002,0.002,0.002,0.002,0.001,0.001,0.009,0.009,0.009,0.009,0,0
Arnau Martinez,Girona,La Liga,2022,19,Defender,CB,2,98,0,,0.058,0.053,0.058,0.053,,,,,0,,0.028,0.026,0.027,0.025,0.001,0.001,0.045,0.042,0.039,0.035,0.007,0.006
Pablo Ibáñez,Osasuna,La Liga,2022,23,Midfielder,CM,2,18,0,,,,,,,,,,0,,0.002,0.011,0.002,0.011,0.001,0.005,0.008,0.04,0.007,0.034,0.001,0.007
Alberto Perea,Cádiz,La Liga,2022,,,,1,45,0,,,,,,,,,,0,,0.002,0.005,0.002,0.005,0.001,0.002,-0.01,-0.02,-0.008,-0.015,-0.002,-0.005
Casemiro,Real Madrid,La Liga,2022,,,,1,7,0,,,,,,,,,,0,,0.002,0.024,0.002,0.024,0.001,0.012,0.004,0.049,0.002,0.028,0.002,0.02
Moi Parra,Getafe,La Liga,2022,20,Midfielder,CM,1,9,0,,,,,,,,,,0,,0.001,0.006,0.001,0.006,0.001,0.006,0.001,0.014,0.001,0.014,,
Dani García,Athletic Club,La Liga,2022,32,Midfielder,CM,1,2,0,,,,,,,,,,0,,0.001,0.045,0.001,0.045,0.001,0.025,0.009,0.384,0.005,0.244,0.003,0.139
Diego López,Valencia CF,La Liga,2022,20,Forward,FW,1,9,0,,,,,,,,,,0,,0.001,0.006,0.001,0.006,0,0.004,0,-0.002,-0.004,-0.039,0.004,0.037
Javi Llabrés,Mallorca,La Liga,2022,19,Forward,WAM,1,16,0,,,,,,,,,,0,,0.001,0.004,0.001,0.004,0,0.001,-0.002,-0.011,-0.002,-0.011,,
Josan,Elche,La Liga,2022,32,Midfielder,WAM,3,48,0,,,,,,,,,,0,,0.001,0.001,0,0.001,0,0,0,0,-0.003,-0.006,0.003,0.006
Roberto Torres,Osasuna,La Liga,2022,33,Midfielder,CM,1,6,0,,,,,,,,,,0,,0.152,2.281,0.001,0.008,0,0.002,0,0.007,-0.001,-0.009,0.001,0.015
Róber,Real Betis,La Liga,2022,,,,2,52,0,,,,,,,,,,0,,0.222,0.385,0.005,0.009,0,0,0.025,0.043,0.004,0.007,0.021,0.036
Jaime Mata,Getafe,La Liga,2022,33,Forward,FW,3,23,0,,,,,,,,,,0,,0,0,0,0,0,-0.002,-0.003,-0.013,0.003,0.012,-0.006,-0.025
Javi Hernández,Girona,La Liga,2022,24,Defender,FB,3,31,0,,,,,,,,,,0,,0.012,0.034,0.011,0.033,-0.001,-0.002,-0.002,-0.006,-0.004,-0.012,0.002,0.006
Manu Vallejo,Girona,La Liga,2022,25,Forward,FW,1,12,0,,,,,,,,,,0,,0.002,0.016,0.002,0.016,-0.001,-0.005,-0.007,-0.052,-0.014,-0.102,0.007,0.05
Fran Pérez,Valencia CF,La Liga,2022,19,Midfielder,CM,1,16,0,,,,,,,,,,0,,0.011,0.059,0.01,0.059,-0.001,-0.004,-0.003,-0.018,0.001,0.004,-0.004,-0.022
Joel Roca,Girona,La Liga,2022,17,Midfielder,CM,1,9,0,,,,,,,,,,0,,0,0.003,0,0.003,-0.001,-0.013,0.003,0.031,-0.003,-0.026,0.006,0.057
Nabili Zoubdi Touaizi,Espanyol,La Liga,2022,21,Forward,FW,1,2,0,,,,,,,,,,0,,0,0.009,0,0.009,-0.002,-0.069,0.004,0.174,0.001,0.051,0.003,0.123
Aitor Paredes,Athletic Club,La Liga,2022,22,Defender,FB,1,2,0,,,,,,,,,,0,,0.001,0.039,0.001,0.031,-0.002,-0.091,0.001,0.038,0,-0.005,0.001,0.043
Youssouf Sabaly,Real Betis,La Liga,2022,29,Defender,FB,1,71,0,,,,,,,,,,0,,0.006,0.008,0.006,0.007,-0.002,-0.003,0.023,0.03,0.014,0.018,0.009,0.012
Iván Romero,Sevilla,La Liga,2022,,,,1,10,0,,,,,,,,,,0,,0.006,0.05,0.006,0.05,-0.003,-0.028,-0.002,-0.02,0.001,0.01,-0.003,-0.03
Álvaro Giménez,Cádiz,La Liga,2022,31,Forward,FW,1,16,0,,,,,,,,,,0,,0,0.003,0,0.003,-0.004,-0.022,0.005,0.029,0.002,0.012,0.003,0.018
Robert Navarro,Real Sociedad,La Liga,2022,20,Midfielder,FW,1,21,0,,,,,,,,,,0,,0.025,0.105,0.009,0.039,-0.005,-0.02,0.012,0.053,-0.007,-0.029,0.019,0.082
Manu Sánchez,Osasuna,La Liga,2022,22,Defender,CB,2,30,0,,,,,,,,,,0,,0.002,0.006,0.002,0.006,-0.005,-0.014,0.013,0.04,0.002,0.006,0.011,0.034
Loren Morón,Real Betis,La Liga,2022,28,Forward,FW,2,13,0,,,,,,,,,,0,,0.001,0.006,0.001,0.006,-0.005,-0.036,-0.014,-0.099,-0.014,-0.096,0,-0.003
Gonzalo Plata,Real Valladolid,La Liga,2022,21,Forward,CM,1,56,0,,,,,,,,,,0,,0.001,0.002,0.001,0.002,-0.006,-0.009,0.011,0.018,-0.006,-0.01,0.018,0.028
Oscar Ureña,Girona,La Liga,2022,19,Midfielder,CM,2,88,0,,0.087,0.089,0.087,0.089,0.109,,0.022,,0,,0.034,0.034,0.034,0.034,-0.006,-0.006,-0.004,-0.004,-0.02,-0.021,0.016,0.016
Beñat Turrientes,Real Sociedad,La Liga,2022,20,Midfielder,CM,1,21,0,,,,,,,,,,0,,0.003,0.012,0.002,0.007,-0.006,-0.025,-0.019,-0.081,-0.011,-0.049,-0.008,-0.032
Francisco Portillo,Almería,La Liga,2022,32,Midfielder,WAM,2,12,0,,,,,,,,,,0,,0.01,0.078,0.01,0.078,-0.006,-0.048,0.023,0.17,0,0,0.023,0.169
Luka Koleosho,Espanyol,La Liga,2022,17,Midfielder,FB,2,23,0,,,,,,,,,,0,,0.011,0.043,0.011,0.043,-0.007,-0.025,0.03,0.117,0.003,0.012,0.027,0.105
Roberto Arroyo,Real Valladolid,La Liga,2022,19,Forward,FW,1,14,0,,,,,,,,,,0,,,,,,-0.007,-0.045,0.013,0.081,,,0.013,0.081
Théo Bongonda,Cádiz,La Liga,2022,26,Forward,WAM,1,27,0,,,,,,,,,,0,,0.002,0.008,0.002,0.008,-0.008,-0.028,-0.003,-0.009,-0.01,-0.035,0.008,0.026
Pere Milla,Elche,La Liga,2022,29,Forward,WAM,4,138,0,,0.097,0.063,0.097,0.063,,,,,0,,0.317,0.206,0.316,0.206,-0.01,-0.006,-0.143,-0.093,0.038,0.025,-0.18,-0.118
Rodrigo Ely,Almería,La Liga,2022,28,Defender,CB,3,270,0,,0.08,0.027,0.08,0.027,0.026,,-0.005,,0,,0.01,0.003,0.01,0.003,-0.011,-0.004,0.052,0.017,0.04,0.013,0.011,0.004
José Giménez,Atlético de Madrid,La Liga,2022,27,Defender,CB,3,194,0,,0.14,0.065,0.14,0.065,0.16,,0.073,,0,,0.039,0.018,0.038,0.018,-0.011,-0.005,-0.001,0,0.075,0.035,-0.076,-0.035
Abdón Prats,Mallorca,La Liga,2022,29,Forward,FW,4,34,0,,0.065,0.171,0.065,0.171,0.07,,0.054,,0,,0.01,0.026,0.01,0.026,-0.012,-0.031,0.01,0.028,0.001,0.003,0.009,0.025
Álvaro Negredo,Cádiz,La Liga,2022,37,Forward,FW,3,122,0,,0.098,0.072,0.098,0.072,0.066,,-0.006,,0,,0.008,0.006,0.008,0.006,-0.012,-0.009,-0.101,-0.075,-0.103,-0.076,0.001,0.001
Cristhian Mosquera,Valencia CF,La Liga,2022,18,Defender,CB,2,53,0,,0.039,0.065,0.039,0.065,,,,,0,,0,0,0,0,-0.013,-0.021,0.001,0.002,0.001,0.002,,
Dani Gómez,Espanyol,La Liga,2022,24,Forward,FW,2,5,0,,,,,,,,,,0,,0,0.002,0,0.002,-0.014,-0.246,-0.001,-0.012,-0.001,-0.012,,
Mouctar Diakhaby,Valencia CF,La Liga,2022,25,Defender,CB,4,344,0,,,,,,,,,,0,,0.03,0.008,0.03,0.008,-0.016,-0.004,0.115,0.03,0.1,0.026,0.015,0.004
Valery Fernández,Girona,La Liga,2022,22,Defender,FB,1,61,0,,,,,,,,,,0,,0.003,0.005,0.003,0.005,-0.016,-0.024,-0.019,-0.027,-0.023,-0.033,0.004,0.006
Lucas Olaza,Real Valladolid,La Liga,2022,28,Defender,FB,2,55,0,,,,,,,,,,0,,0.003,0.005,0.002,0.004,-0.017,-0.028,0.032,0.052,0.022,0.035,0.01,0.017
Léo Baptistão,Almería,La Liga,2022,30,Forward,WAM,2,26,0,,0.073,0.253,0.073,0.253,0.057,,-0.016,,0,,0.001,0.003,0.001,0.003,-0.017,-0.06,0.073,0.254,0.013,0.043,0.061,0.211
Keidi Bare,Espanyol,La Liga,2022,25,Midfielder,CAM,3,51,0,,,,,,,,,,0,,0.065,0.115,0.009,0.016,-0.018,-0.032,-0.004,-0.007,-0.007,-0.013,0.003,0.006
Stefan Mitrovic,Getafe,La Liga,2022,32,Defender,CB,3,216,0,,,,,,,,,,0,,0.006,0.002,0.005,0.002,-0.022,-0.009,0.035,0.015,0.03,0.013,0.005,0.002
Lucas Ocampos,Sevilla,La Liga,2022,,,,3,131,0,,0.027,0.018,0.027,0.018,,,,,0,,0.085,0.058,0.084,0.058,-0.023,-0.016,0.015,0.01,0.02,0.014,-0.005,-0.004
Dani Ceballos,Real Madrid,La Liga,2022,26,Midfielder,CM,4,40,0,,,,,,,,,,0,,0.035,0.078,0.02,0.044,-0.025,-0.057,-0.007,-0.016,-0.005,-0.01,-0.003,-0.006
Unai García,Osasuna,La Liga,2022,30,Defender,CB,4,330,0,,0.066,0.018,0.066,0.018,,,,,0,,0.029,0.008,0.019,0.005,-0.027,-0.007,0.14,0.038,0.114,0.031,0.027,0.007
Gonçalo Paciência,Celta de Vigo,La Liga,2022,28,Forward,FW,3,152,1,0.592,0.252,0.149,0.252,0.149,0.28,,0.211,,0,,0.005,0.003,0.004,0.003,-0.027,-0.016,0.022,0.013,-0.002,-0.001,0.024,0.015
Borja Iglesias,Real Betis,La Liga,2022,29,Forward,FW,4,323,4,1.115,2.812,0.784,1.249,0.348,2.709,,0.35,,1,0.279,0.069,0.019,0.069,0.019,-0.029,-0.008,0.035,0.01,-0.116,-0.032,0.151,0.042
Ronald Araújo,Barcelona,La Liga,2022,23,Defender,CB,4,331,0,,0.068,0.019,0.068,0.019,,,,,0,,0.046,0.012,0.043,0.012,-0.029,-0.008,0.453,0.123,0.157,0.043,0.295,0.08
Carles Aleñá,Getafe,La Liga,2022,24,Midfielder,CM,4,283,0,,0.029,0.009,0.029,0.009,,,,,0,,0.04,0.013,0.04,0.013,-0.03,-0.009,0.001,0,0.005,0.002,-0.003,-0.001
Lago Junior,Mallorca,La Liga,2022,31,Forward,WAM,2,8,0,,,,,,,,,,0,,0.002,0.027,0.002,0.027,-0.032,-0.361,-0.015,-0.165,-0.018,-0.206,0.004,0.041
Antonio Rüdiger,Real Madrid,La Liga,2022,29,Defender,CB,4,202,0,,0.183,0.082,0.183,0.082,0.4,,0.322,,0,,0.045,0.02,0.044,0.02,-0.034,-0.015,0.232,0.103,0.174,0.078,0.058,0.026
Reinier,Girona,La Liga,2022,20,Midfielder,CAM,3,117,0,,,,,,,,,,0,,0.082,0.063,0.081,0.063,-0.037,-0.029,0.002,0.001,0,0,0.002,0.002
Ander Capa,Athletic Club,La Liga,2022,30,Defender,FB,1,1,0,,,,,,,,,,0,,,,,,-0.04,-3.622,,,,,,
Fran Delgado,Real Betis,La Liga,2022,21,Defender,FB,1,11,0,,,,,,,,,,0,,0.002,0.017,0.002,0.016,-0.042,-0.346,0.005,0.04,0.002,0.019,0.003,0.021
Unai Vencedor,Athletic Club,La Liga,2022,21,Midfielder,CM,2,36,0,,,,,,,,,,0,,0.006,0.015,0.006,0.015,-0.046,-0.115,-0.075,-0.187,0.005,0.013,-0.08,-0.2
Sergio Escudero,Real Valladolid,La Liga,2022,33,Defender,FB,3,215,0,,0.093,0.039,0.093,0.039,0.095,,0.048,,0,,0.081,0.034,0.08,0.033,-0.047,-0.019,0.076,0.032,0.049,0.02,0.027,0.011
Asier Villalibre,Athletic Club,La Liga,2022,24,Forward,FW,1,57,0,,0.145,0.229,0.145,0.229,0.386,,0.329,,0,,0.047,0.074,0.047,0.074,-0.049,-0.078,0.038,0.061,-0.009,-0.013,0.047,0.074
Unai López,Rayo Vallecano,La Liga,2022,26,Midfielder,CAM,3,204,0,,0.109,0.048,0.109,0.048,,,,,1,0.441,0.055,0.024,0.055,0.024,-0.049,-0.022,0.084,0.037,0.078,0.035,0.006,0.002
Juan Miranda,Real Betis,La Liga,2022,22,Defender,FB,1,3,0,,,,,,,,,,0,,0.002,0.068,0.002,0.068,-0.05,-1.488,-0.005,-0.162,-0.005,-0.162,,
Oihan Sancet,Athletic Club,La Liga,2022,22,Midfielder,CM,4,289,0,,0.147,0.046,0.147,0.046,,,,,0,,0.163,0.051,0.163,0.051,-0.079,-0.025,0.182,0.057,0.101,0.031,0.082,0.025
Maximiliano Gómez,Valencia CF,La Liga,2022,,,,3,106,0,,0.152,0.129,0.152,0.129,,,,,0,,0.232,0.197,0.232,0.197,-0.079,-0.067,-0.041,-0.034,-0.077,-0.065,0.036,0.031
Sekou Gassama,Real Valladolid,La Liga,2022,,,,1,35,0,,0.413,1.063,0.413,1.063,,,,,0,,0.005,0.012,0.005,0.012,-0.086,-0.221,-0.026,-0.066,-0.027,-0.07,0.002,0.004
Kasper Dolberg,Sevilla,La Liga,2022,24,Forward,FW,1,33,0,,,,,,,,,,0,,0.001,0.002,0.001,0.002,-0.095,-0.26,0.001,0.003,0.001,0.003,0,0
