Full Name,Team,League,season,Age,Position,Role,Appearances,Time Played,Goals,Goals_p90,xG,xG_p90,npxG,npxG_p90,xGoT,xGoTA,SGA,Goals prevented per xGoT,Assists,Assists_p90,xA,xA_p90,opxA,opxA_p90,xOVA,xOVA_p90,xThreat,xThreat_p90,xThreat from passes,xThreat from passes_p90,xThreat from carries,xThreat from carries_p90
Diego Rosa,Vizela,Primeira Liga,2022,19,Midfielder,CM,5,199,0,,0.12,0.054,0.12,0.054,0.046,,0.023,,0,,0.013,0.006,0.01,0.005,0.088,0.04,0.076,0.034,0.02,0.009,0.056,0.025
Filipe Relvas,Portimonense,Primeira Liga,2022,22,Defender,CB,4,360,0,,0.232,0.058,0.232,0.058,0.092,,0.061,,0,,0.056,0.014,0.053,0.013,0.087,0.022,0.465,0.116,0.248,0.062,0.216,0.054
Rui Pires,Paços de Ferreira,Primeira Liga,2022,24,Midfielder,DMC,4,360,0,,,,,,,,,,0,,0.105,0.026,0.105,0.026,0.084,0.021,0.145,0.036,0.128,0.032,0.017,0.004
Guga,Rio Ave,Primeira Liga,2022,25,Midfielder,CM,4,349,0,,0.1,0.026,0.1,0.026,0.044,,0.11,,0,,0.351,0.09,0.098,0.025,0.083,0.021,0.005,0.001,0.073,0.019,-0.069,-0.018
Diogo Gonçalves,Benfica,Primeira Liga,2022,25,Midfielder,WAM,4,100,0,,0.263,0.236,0.263,0.236,0.05,,-0.032,,0,,0.077,0.069,0.077,0.069,0.083,0.075,0.083,0.075,0.042,0.038,0.041,0.037
David Simão,Arouca,Primeira Liga,2022,32,Midfielder,CM,3,185,0,,0.023,0.011,0.023,0.011,,,,,0,,0.087,0.042,0.077,0.037,0.082,0.04,0.149,0.072,0.131,0.064,0.018,0.009
Afonso Taira,Casa Pia,Primeira Liga,2022,30,Midfielder,DMC,5,375,0,,0.02,0.005,0.02,0.005,,,,,0,,0.107,0.026,0.104,0.025,0.081,0.02,0.16,0.038,0.138,0.033,0.022,0.005
Patrick,Chaves,Primeira Liga,2022,28,Forward,FW,4,24,0,,,,,,,,,,0,,0.121,0.454,0.121,0.454,0.081,0.305,0.012,0.046,0.015,0.056,-0.003,-0.01
Aderllan Santos,Rio Ave,Primeira Liga,2022,33,Defender,CB,4,360,0,,0.043,0.011,0.043,0.011,,,,,0,,0.08,0.02,0.08,0.02,0.078,0.02,0.311,0.078,0.267,0.067,0.044,0.011
Luís Santos,Boavista,Primeira Liga,2022,22,Forward,WAM,2,178,0,,0.205,0.103,0.205,0.103,0.811,,0.632,,0,,0.054,0.027,0.054,0.027,0.076,0.038,0.006,0.003,-0.018,-0.009,0.023,0.012
Gaïus Makouta,Boavista,Primeira Liga,2022,25,Midfielder,DMC,4,360,0,,0.1,0.025,0.1,0.025,0.029,,0.015,,1,0.25,0.13,0.033,0.129,0.032,0.075,0.019,0.097,0.024,0.052,0.013,0.044,0.011
Diego Lainez,Sporting Braga,Primeira Liga,2022,22,Forward,WAM,4,88,1,1.023,0.383,0.391,0.383,0.391,0.163,,0.037,,1,1.023,0.199,0.204,0.198,0.203,0.073,0.075,0.281,0.288,0.158,0.162,0.123,0.126
Gonçalo Esteves,Estoril Praia,Primeira Liga,2022,18,Defender,FB,2,150,0,,0.041,0.024,0.041,0.024,0.039,,-0.002,,0,,0.04,0.024,0.037,0.022,0.072,0.043,0.106,0.063,0.078,0.047,0.028,0.017
Bruno Wilson,Vizela,Primeira Liga,2022,25,Defender,CB,5,405,0,,0.093,0.021,0.093,0.021,0.095,,0.031,,0,,0.025,0.006,0.025,0.005,0.071,0.016,0.179,0.04,0.154,0.034,0.024,0.005
Antoñin,Vitória Guimarães,Primeira Liga,2022,22,Forward,FW,2,33,0,,,,,,,,,,0,,0.083,0.227,0.083,0.227,0.071,0.193,-0.003,-0.007,-0.002,-0.005,-0.001,-0.002
Gonçalo Borges,FC Porto,Primeira Liga,2022,21,Forward,WAM,2,18,0,,0.074,0.371,0.074,0.371,,,,,0,,0.094,0.472,0.094,0.472,0.069,0.344,0.008,0.041,-0.009,-0.043,0.017,0.083
Mohamed Lamine Diaby,Portimonense,Primeira Liga,2022,26,Midfielder,CM,2,135,0,,0.065,0.043,0.065,0.043,,,,,0,,0.008,0.005,0.007,0.005,0.067,0.044,-0.043,-0.029,0.003,0.002,-0.046,-0.03
Julian Weigl,Benfica,Primeira Liga,2022,,,,2,57,0,,0.058,0.091,0.058,0.091,,,,,0,,0.047,0.074,0.047,0.074,0.065,0.103,0.082,0.129,0.06,0.095,0.022,0.034
João Ferreira,Rio Ave,Primeira Liga,2022,21,Defender,FB,3,50,0,,,,,,,,,,0,,0.067,0.12,0.064,0.116,0.061,0.11,0.21,0.378,0.171,0.307,0.039,0.071
Lucas Cunha,Gil Vicente,Primeira Liga,2022,25,Defender,CB,5,450,0,,,,,,,,,,0,,0.117,0.023,0.115,0.023,0.061,0.012,0.48,0.096,0.409,0.082,0.071,0.014
Jordan Holsgrove,Paços de Ferreira,Primeira Liga,2022,22,Midfielder,CM,4,251,0,,0.084,0.03,0.084,0.03,0.027,,-0.004,,0,,0.041,0.015,0.041,0.015,0.061,0.022,0.051,0.018,-0.001,0,0.052,0.019
Léo Natel,Casa Pia,Primeira Liga,2022,25,Forward,WAM,1,11,0,,0.072,0.589,0.072,0.589,,,,,0,,0.002,0.017,0.002,0.017,0.061,0.496,-0.03,-0.244,0.013,0.106,-0.043,-0.35
Sikou Niakaté,Sporting Braga,Primeira Liga,2022,23,Defender,CB,5,444,1,0.203,0.101,0.021,0.101,0.021,0.11,,0.048,,0,,0.053,0.011,0.052,0.011,0.06,0.012,0.37,0.075,0.316,0.064,0.054,0.011
Bernardo Vital,Estoril Praia,Primeira Liga,2022,21,Defender,CB,5,450,0,,,,,,0.013,,,,0,,0.076,0.015,0.074,0.015,0.06,0.012,0.202,0.04,0.215,0.043,-0.013,-0.003
Paulo Vítor,Chaves,Primeira Liga,2022,33,Goalkeeper,GK,4,360,0,,,,,,,4.921,,0.39,0,,0.064,0.016,0.063,0.016,0.06,0.015,0.201,0.05,0.197,0.049,0.004,0.001
Roman Yaremchuk,Benfica,Primeira Liga,2022,,,,2,48,0,,0.173,0.325,0.173,0.325,,,,,0,,0.061,0.115,0.061,0.115,0.059,0.11,-0.06,-0.112,-0.044,-0.083,-0.015,-0.029
Vitor Carvalho,Gil Vicente,Primeira Liga,2022,25,Midfielder,DMC,5,444,0,,0.152,0.031,0.152,0.031,0.091,,0.014,,0,,0.105,0.021,0.104,0.021,0.058,0.012,0.137,0.028,0.116,0.024,0.02,0.004
Andrés Sarmiento,Vizela,Primeira Liga,2022,24,Midfielder,CM,2,23,0,,0.1,0.391,0.1,0.391,,,,,0,,0.002,0.008,0.002,0.008,0.057,0.225,0.003,0.013,-0.003,-0.012,0.006,0.025
Marco Pereira,Santa Clara,Primeira Liga,2022,35,Goalkeeper,GK,5,450,0,,,,,,,7.528,,0.203,0,,0.072,0.014,0.063,0.013,0.057,0.011,0.215,0.043,0.201,0.04,0.014,0.003
Adriano,Santa Clara,Primeira Liga,2022,22,Midfielder,DMC,3,127,0,,0.042,0.03,0.042,0.03,,,,,1,0.709,0.053,0.038,0.053,0.038,0.056,0.04,0.148,0.105,0.125,0.089,0.023,0.016
Ibrahima Bamba,Vitória Guimarães,Primeira Liga,2022,20,Midfielder,DMC,5,369,0,,0.057,0.014,0.057,0.014,,,,,0,,0.044,0.011,0.043,0.011,0.055,0.013,0.096,0.023,0.072,0.018,0.024,0.006
Bruno Lourenço,Boavista,Primeira Liga,2022,24,Forward,CM,2,112,0,,0.059,0.048,0.059,0.048,,,,,0,,0.029,0.023,0.028,0.022,0.053,0.042,0.074,0.059,0.057,0.046,0.017,0.014
Dinis Pinto,Sporting Braga,Primeira Liga,2022,22,Defender,CB,1,8,0,,,,,,,,,,0,,0.051,0.578,0.051,0.577,0.051,0.573,0.029,0.324,0.02,0.23,0.008,0.094
Alan Ruiz,Arouca,Primeira Liga,2022,29,Midfielder,CAM,5,326,0,,0.122,0.034,0.122,0.034,,,,,0,,0.394,0.109,0.045,0.012,0.05,0.014,0.068,0.019,0.029,0.008,0.039,0.011
Ignacio De Arruabarrena,Arouca,Primeira Liga,2022,25,Goalkeeper,GK,4,360,0,,,,,,,6.178,,-0.781,0,,0.066,0.017,0.052,0.013,0.049,0.012,0.147,0.037,0.145,0.036,0.002,0.001
Nicolas Janvier,Vitória Guimarães,Primeira Liga,2022,24,Forward,CM,2,16,0,,0.023,0.132,0.023,0.132,,,,,0,,0.028,0.159,0.028,0.159,0.048,0.271,0.003,0.018,-0.003,-0.017,0.006,0.035
Francis Cann,Vizela,Primeira Liga,2022,24,Forward,WAM,3,33,0,,0.024,0.066,0.024,0.066,0.025,,0.001,,0,,0.026,0.07,0.026,0.07,0.046,0.124,0.08,0.219,0.079,0.214,0.002,0.005
Pedro Bicalho,Santa Clara,Primeira Liga,2022,21,Midfielder,CAM,2,32,0,,0.076,0.213,0.076,0.213,,,,,0,,0.017,0.049,0.017,0.049,0.045,0.127,-0.064,-0.181,0.008,0.024,-0.073,-0.205
Danilo Veiga,Gil Vicente,Primeira Liga,2022,19,Defender,CB,4,248,0,,0.083,0.03,0.083,0.03,,,,,0,,0.122,0.044,0.118,0.043,0.045,0.016,0.186,0.068,0.113,0.041,0.073,0.027
Lucho Vega,Marítimo,Primeira Liga,2022,23,Midfielder,CAM,5,114,0,,0.142,0.112,0.142,0.112,,,,,0,,0.038,0.03,0.037,0.029,0.043,0.034,-0.05,-0.039,-0.044,-0.035,-0.005,-0.004
Odysseas Vlachodimos,Benfica,Primeira Liga,2022,28,Goalkeeper,GK,5,450,0,,,,,,,1.749,,-0.715,0,,0.046,0.009,0.046,0.009,0.043,0.009,0.081,0.016,0.077,0.015,0.004,0.001
Hélder Sá,Vitória Guimarães,Primeira Liga,2022,19,Defender,FB,4,351,0,,,,,,,,,,0,,0.084,0.021,0.081,0.021,0.042,0.011,0.234,0.06,0.163,0.042,0.071,0.018
João Marcos,Santa Clara,Primeira Liga,2022,22,Forward,FW,1,22,0,,0.055,0.224,0.055,0.224,,,,,0,,0,0,0,0,0.042,0.173,0.002,0.009,0.002,0.007,0.001,0.003
Morlaye Sylla,Arouca,Primeira Liga,2022,24,Midfielder,CM,4,79,0,,0.034,0.039,0.034,0.039,,,,,0,,0.017,0.02,0.017,0.019,0.04,0.046,0.011,0.013,0.021,0.024,-0.01,-0.011
Joel Soñora,Marítimo,Primeira Liga,2022,25,Midfielder,CAM,1,67,0,,,,,,,,,,0,,0.048,0.064,0.048,0.064,0.039,0.052,0.087,0.117,0.076,0.103,0.01,0.014
Francisco Moura,FC Famalicão,Primeira Liga,2022,23,Defender,FB,1,18,0,,0.074,0.371,0.074,0.371,,,,,0,,0,0.001,0,0.001,0.037,0.186,0.009,0.045,0.004,0.021,0.005,0.023
Pelé,FC Famalicão,Primeira Liga,2022,30,Midfielder,DMC,2,56,0,,0.017,0.027,0.017,0.027,,,,,0,,0.037,0.06,0.037,0.059,0.037,0.059,0.081,0.129,0.066,0.107,0.014,0.023
Alexandre Penetra,FC Famalicão,Primeira Liga,2022,20,Defender,CB,3,270,0,,0.013,0.004,0.013,0.004,,,,,0,,0.038,0.013,0.038,0.013,0.036,0.012,0.177,0.059,0.146,0.049,0.031,0.01
Jhonder Cádiz,FC Famalicão,Primeira Liga,2022,27,Forward,FW,1,25,0,,0.056,0.201,0.056,0.201,0.041,,-0.015,,0,,0.004,0.014,0.004,0.014,0.036,0.131,-0.012,-0.042,-0.011,-0.039,-0.001,-0.003
Fabio China,Marítimo,Primeira Liga,2022,30,Defender,FB,2,94,0,,,,,,,,,,0,,0.041,0.039,0.04,0.038,0.036,0.035,0.077,0.074,0.069,0.066,0.008,0.008
Rafael Brito,Marítimo,Primeira Liga,2022,20,Midfielder,DMC,1,23,0,,0.031,0.123,0.031,0.123,,,,,0,,0.004,0.016,0.004,0.016,0.035,0.138,0.007,0.028,0.007,0.028,,
Gustavo Assunção,FC Famalicão,Primeira Liga,2022,22,Midfielder,CM,2,137,0,,,,,,,,,,0,,0.042,0.027,0.041,0.027,0.035,0.023,0.135,0.089,0.106,0.07,0.029,0.019
Zaydou Youssouf,FC Famalicão,Primeira Liga,2022,23,Midfielder,CM,4,260,1,0.346,0.153,0.053,0.153,0.053,0.726,,0.621,,0,,0.033,0.011,0.033,0.011,0.034,0.012,0.088,0.031,0.057,0.02,0.031,0.011
Ryoya Ogawa,Vitória Guimarães,Primeira Liga,2022,25,Defender,FB,2,98,0,,0.017,0.015,0.017,0.015,,,,,0,,0.029,0.027,0.027,0.025,0.033,0.03,0.024,0.022,0.023,0.021,0.001,0.001
Reggie Cannon,Boavista,Primeira Liga,2022,24,Defender,FB,4,360,0,,,,,,,,,,0,,0.047,0.012,0.046,0.012,0.033,0.008,0.156,0.039,0.156,0.039,0,0
Matheus,Sporting Braga,Primeira Liga,2022,30,Goalkeeper,GK,5,450,0,,,,,,,2.675,,-0.121,0,,0.044,0.009,0.041,0.008,0.033,0.007,0.164,0.033,0.157,0.031,0.007,0.001
Vitor Costa,Marítimo,Primeira Liga,2022,28,Defender,FB,2,135,0,,,,,,,,,,0,,0.057,0.038,0.053,0.036,0.032,0.022,0.044,0.03,0.05,0.034,-0.006,-0.004
Jorge Fernandes,Vitória Guimarães,Primeira Liga,2022,25,Defender,CB,1,45,0,,,,,,,,,,0,,0.032,0.064,0.032,0.064,0.032,0.063,0.093,0.187,0.086,0.172,0.007,0.015
Léo Andrade,Marítimo,Primeira Liga,2022,24,Defender,FB,4,345,0,,,,,,,,,,0,,0.068,0.018,0.059,0.015,0.031,0.008,0.113,0.029,0.169,0.044,-0.056,-0.015
Ricardo Esgaio,Sporting CP,Primeira Liga,2022,29,Defender,WAM,5,82,0,,0.036,0.04,0.036,0.04,,,,,0,,0.027,0.03,0.024,0.026,0.03,0.033,0.107,0.118,0.08,0.088,0.027,0.03
Dani Silva,Vitória Guimarães,Primeira Liga,2022,22,Midfielder,CM,4,117,0,,,,,,,,,,0,,0.055,0.042,0.055,0.042,0.028,0.021,0.07,0.054,0.085,0.065,-0.014,-0.011
Martín Aguirregabiria,FC Famalicão,Primeira Liga,2022,26,Defender,FB,1,82,0,,,,,,,,,,0,,0.032,0.035,0.032,0.035,0.027,0.03,0.086,0.094,0.064,0.071,0.021,0.023
Samuel,FC Porto,Primeira Liga,2022,28,Goalkeeper,GK,4,360,0,,,,,,,3.788,,0.472,0,,0.038,0.009,0.031,0.008,0.027,0.007,0.112,0.028,0.105,0.026,0.008,0.002
João Nunes,Casa Pia,Primeira Liga,2022,26,Defender,FB,5,450,0,,0.05,0.01,0.05,0.01,0.094,,0.044,,0,,0.041,0.008,0.04,0.008,0.025,0.005,0.27,0.054,0.249,0.05,0.022,0.004
Anderson Oliveira,Portimonense,Primeira Liga,2022,24,Midfielder,CAM,2,109,0,,0.044,0.036,0.044,0.036,0.013,,-0.011,,0,,0.027,0.023,0.027,0.023,0.025,0.02,-0.019,-0.015,-0.053,-0.044,0.035,0.029
Diogo Mendes,Marítimo,Primeira Liga,2022,24,Midfielder,CM,5,334,0,,,,,,,,,,0,,0.036,0.01,0.036,0.01,0.023,0.006,0.019,0.005,0.015,0.004,0.004,0.001
Uilton,Paços de Ferreira,Primeira Liga,2022,30,Forward,WAM,2,74,0,,,,,,,,,,0,,0.029,0.035,0.029,0.035,0.023,0.028,-0.07,-0.085,0.019,0.023,-0.089,-0.108
Pedro Ganchas,Paços de Ferreira,Primeira Liga,2022,22,Defender,CB,2,180,0,,0.352,0.176,0.352,0.176,,,,,0,,0.013,0.007,0.013,0.006,0.022,0.011,0.114,0.057,0.078,0.039,0.036,0.018
Yan Eteki,Casa Pia,Primeira Liga,2022,25,Midfielder,DMC,5,116,0,,,,,,,,,,0,,0.057,0.045,0.057,0.044,0.021,0.016,0.083,0.065,0.077,0.059,0.007,0.005
Wilinton Aponzá Carabalí,Portimonense,Primeira Liga,2022,22,Forward,FW,1,1,0,,,,,,,,,,0,,0.041,3.683,0.041,3.683,0.021,1.853,,,,,,
Dylan Batubinsika,FC Famalicão,Primeira Liga,2022,26,Defender,CB,2,180,0,,0.061,0.03,0.061,0.03,,,,,0,,0.043,0.021,0.041,0.02,0.02,0.01,0.101,0.051,0.093,0.046,0.008,0.004
Tiago Silva,Vitória Guimarães,Primeira Liga,2022,29,Midfielder,CM,5,434,0,,0.19,0.039,0.19,0.039,,,,,0,,0.615,0.127,0.176,0.036,0.019,0.004,0.178,0.037,0.17,0.035,0.008,0.002
Mateus Quaresma,Arouca,Primeira Liga,2022,26,Defender,CB,4,260,0,,0.02,0.007,0.02,0.007,,,,,0,,0.049,0.017,0.035,0.012,0.018,0.006,0.17,0.059,0.116,0.04,0.054,0.019
Rodrigo Abascal,Boavista,Primeira Liga,2022,28,Defender,CB,4,315,0,,0.022,0.006,0.022,0.006,,,,,0,,0.05,0.014,0.048,0.014,0.018,0.005,0.215,0.062,0.205,0.059,0.011,0.003
Theo Fonseca,FC Famalicão,Primeira Liga,2022,22,Forward,WAM,2,28,0,,,,,,,,,,0,,0.03,0.096,0.03,0.096,0.017,0.056,0.003,0.011,0.004,0.013,-0.001,-0.002
Claudemir,Vizela,Primeira Liga,2022,34,Midfielder,DMC,3,77,0,,0.016,0.019,0.016,0.019,0.046,,0.03,,0,,0.024,0.028,0.018,0.021,0.017,0.02,0.031,0.037,0.028,0.033,0.003,0.003
Mor Ndiaye,Estoril Praia,Primeira Liga,2022,21,Midfielder,CM,5,335,0,,,,,,,,,,0,,0.03,0.008,0.029,0.008,0.016,0.004,0.021,0.006,0.01,0.003,0.01,0.003
Abbas Ibrahim,Paços de Ferreira,Primeira Liga,2022,24,Midfielder,CM,3,59,0,,0.012,0.019,0.012,0.019,,,,,0,,0.009,0.013,0.009,0.013,0.016,0.024,0.011,0.017,-0.006,-0.01,0.018,0.027
Edgar Costa,Marítimo,Primeira Liga,2022,35,Forward,WAM,4,190,0,,0.183,0.086,0.183,0.086,0.388,,0.305,,0,,0.239,0.113,0.05,0.024,0.014,0.007,0.125,0.059,0.119,0.056,0.006,0.003
Ricardo Batista,Casa Pia,Primeira Liga,2022,35,Goalkeeper,GK,5,450,0,,,,,,,2.575,,0.612,0,,0.021,0.004,0.019,0.004,0.014,0.003,0.05,0.01,0.051,0.01,-0.001,0
Jerome Opoku,Arouca,Primeira Liga,2022,23,Defender,CB,4,360,0,,,,,,,,,,0,,0.025,0.006,0.02,0.005,0.014,0.003,0.105,0.026,0.095,0.024,0.01,0.003
Ismaila Soro,Arouca,Primeira Liga,2022,24,Midfielder,DMC,5,245,0,,,,,,,,,,0,,0.026,0.009,0.026,0.009,0.014,0.005,0.015,0.006,0.01,0.004,0.005,0.002
Miguel Nóbrega,Rio Ave,Primeira Liga,2022,22,Defender,CB,3,270,0,,0.075,0.025,0.075,0.025,0.008,,-0.006,,0,,0.057,0.019,0.057,0.019,0.014,0.005,0.195,0.065,0.167,0.056,0.028,0.009
Nuno Lima,Paços de Ferreira,Primeira Liga,2022,21,Defender,CB,4,360,0,,,,,,,,,,0,,0.047,0.012,0.047,0.012,0.013,0.003,0.326,0.081,0.316,0.079,0.009,0.002
Paulo,Santa Clara,Primeira Liga,2022,20,Defender,CB,3,270,0,,,,,,,,,,0,,0.021,0.007,0.02,0.007,0.012,0.004,0.105,0.035,0.075,0.025,0.03,0.01
Zié Mohamed Ouattara,Portimonense,Primeira Liga,2022,22,Defender,FB,2,14,0,,,,,,,,,,0,,0.013,0.083,0.012,0.075,0.011,0.071,0.024,0.155,0.025,0.158,0,-0.003
Luís Neto,Sporting CP,Primeira Liga,2022,34,Defender,CB,4,199,0,,,,,,,,,,0,,0.026,0.012,0.026,0.012,0.011,0.005,0.204,0.092,0.171,0.077,0.034,0.015
Adrián Butzke,Paços de Ferreira,Primeira Liga,2022,23,Forward,FW,1,25,0,,0.014,0.051,0.014,0.051,,,,,0,,0.001,0.002,0.001,0.002,0.011,0.038,-0.01,-0.035,-0.016,-0.057,0.006,0.022
Matheus Índio,Vitória Guimarães,Primeira Liga,2022,23,Midfielder,DMC,2,15,0,,,,,,,,,,0,,0.011,0.067,0.011,0.067,0.011,0.064,0.004,0.026,0.003,0.018,0.001,0.007
Romário Baró,Casa Pia,Primeira Liga,2022,22,Midfielder,CM,1,29,0,,,,,,,,,,0,,0.013,0.039,0.012,0.038,0.01,0.031,0.026,0.081,0.024,0.075,0.002,0.006
Zainadine Júnior,Marítimo,Primeira Liga,2022,34,Defender,FB,4,281,0,,,,,,,,,,0,,0.027,0.009,0.017,0.005,0.01,0.003,0.092,0.03,0.08,0.026,0.013,0.004
Róbert Bozeník,Boavista,Primeira Liga,2022,22,Forward,FW,2,108,0,,0.109,0.09,0.109,0.09,,,,,0,,0.026,0.021,0.026,0.021,0.01,0.008,-0.056,-0.047,-0.028,-0.024,-0.028,-0.023
Gustavo Sá,FC Famalicão,Primeira Liga,2022,17,Midfielder,CM,2,23,0,,0.019,0.074,0.019,0.074,,,,,0,,0.001,0.003,0.001,0.003,0.009,0.036,0.02,0.078,-0.007,-0.029,0.027,0.107
Gilson Tavares,Estoril Praia,Primeira Liga,2022,20,Forward,FW,4,119,0,,0.024,0.018,0.024,0.018,,,,,0,,0.006,0.005,0.006,0.005,0.009,0.007,-0.038,-0.028,-0.036,-0.027,-0.001,-0.001
Luiz Júnior,FC Famalicão,Primeira Liga,2022,21,Goalkeeper,GK,4,360,0,,,,,,,4.315,,-0.159,0,,0.014,0.003,0.013,0.003,0.009,0.002,0.046,0.011,0.044,0.011,0.002,0
Bruno Varela,Vitória Guimarães,Primeira Liga,2022,27,Goalkeeper,GK,5,450,0,,,,,,,4.138,,0.033,0,,0.014,0.003,0.012,0.002,0.009,0.002,0.109,0.022,0.106,0.021,0.004,0.001
Bruno Gaspar,Vitória Guimarães,Primeira Liga,2022,29,Defender,FB,1,67,0,,,,,,,,,,0,,0.012,0.017,0.01,0.014,0.008,0.011,0.05,0.068,0.056,0.075,-0.006,-0.008
Miguel Silva,Marítimo,Primeira Liga,2022,27,Goalkeeper,GK,4,360,0,,,,,,,9.854,,-0.421,0,,0.013,0.003,0.011,0.003,0.008,0.002,0.094,0.024,0.094,0.024,0,0
Giorgi Aburjania,Gil Vicente,Primeira Liga,2022,27,Midfielder,CM,3,136,0,,0.188,0.124,0.188,0.124,,,,,0,,0.011,0.007,0.011,0.007,0.008,0.005,0.036,0.024,0,0,0.036,0.024
Lucas Silva,Paços de Ferreira,Primeira Liga,2022,24,Forward,FW,1,20,0,,0.014,0.064,0.014,0.064,0.059,,0.045,,0,,0.001,0.003,0.001,0.003,0.007,0.03,-0.01,-0.045,-0.008,-0.037,-0.002,-0.008
Alfa Semedo,Vitória Guimarães,Primeira Liga,2022,25,Midfielder,DMC,1,27,0,,,,,,,,,,0,,0.008,0.025,0.008,0.025,0.007,0.022,0.024,0.079,0.025,0.082,-0.001,-0.003
Riccieli,FC Famalicão,Primeira Liga,2022,23,Defender,CB,1,90,0,,,,,,,,,,0,,0.008,0.008,0.008,0.008,0.007,0.007,0.014,0.014,0.012,0.012,0.002,0.002
Diogo Calila,Santa Clara,Primeira Liga,2022,23,Defender,FB,2,40,0,,,,,,,,,,0,,0.009,0.019,0.008,0.018,0.006,0.014,0.034,0.077,0.028,0.063,0.006,0.014
Andrew,Gil Vicente,Primeira Liga,2022,21,Goalkeeper,GK,5,450,0,,,,,,,4.096,,-0.221,0,,0.019,0.004,0.015,0.003,0.006,0.001,0.1,0.02,0.093,0.019,0.007,0.001
Daniel Figueira,Estoril Praia,Primeira Liga,2022,24,Goalkeeper,GK,5,450,0,,,,,,,4.626,,-0.081,0,,0.015,0.003,0.011,0.002,0.006,0.001,0.053,0.011,0.052,0.01,0,0
Cristian Tassano,Santa Clara,Primeira Liga,2022,26,Defender,CB,3,183,0,,,,,,,,,,0,,0.011,0.006,0.011,0.005,0.006,0.003,0.027,0.013,0.021,0.01,0.006,0.003
Amine Oudrhiri,Rio Ave,Primeira Liga,2022,29,Midfielder,CM,4,172,0,,,,,,,,,,0,,0.017,0.009,0.017,0.009,0.006,0.003,0.018,0.009,-0.001,-0.001,0.019,0.01
Renato Pantalon,Rio Ave,Primeira Liga,2022,24,Defender,CB,3,270,0,,,,,,,,,,0,,0.011,0.004,0.011,0.004,0.006,0.002,0.066,0.022,0.055,0.018,0.011,0.004
Jhonatan,Rio Ave,Primeira Liga,2022,31,Goalkeeper,GK,4,360,0,,,,,,,7.887,,0.112,0,,0.032,0.008,0.01,0.002,0.005,0.001,0.102,0.025,0.1,0.025,0.002,0
Diogo Costa,FC Porto,Primeira Liga,2022,22,Goalkeeper,GK,5,450,0,,,,,,,4.195,,0.046,0,,0.016,0.003,0.015,0.003,0.005,0.001,0.117,0.023,0.108,0.022,0.009,0.002
Cuca,Casa Pia,Primeira Liga,2022,31,Midfielder,DMC,4,46,0,,,,,,,,,,0,,0.015,0.03,0.015,0.03,0.005,0.01,0.038,0.075,0.039,0.076,0,-0.001
Pedro Álvaro,Estoril Praia,Primeira Liga,2022,22,Defender,CB,5,442,0,,,,,,,,,,0,,0.033,0.007,0.029,0.006,0.005,0.001,0.252,0.051,0.196,0.04,0.055,0.011
Bracali,Boavista,Primeira Liga,2022,41,Goalkeeper,GK,3,270,0,,,,,,,2.786,,-0.077,0,,0.007,0.002,0.007,0.002,0.005,0.002,0.064,0.021,0.065,0.022,-0.001,0
Vincent Sasso,Boavista,Primeira Liga,2022,31,Defender,CB,2,180,0,,,,,,,,,,0,,0.009,0.005,0.009,0.005,0.004,0.002,0.052,0.026,0.049,0.024,0.004,0.002
André Franco,FC Porto,Primeira Liga,2022,24,Forward,FW,1,19,0,,0.062,0.292,0.062,0.292,0.062,,-0.018,,0,,0.026,0.124,0.026,0.123,0.004,0.02,-0.009,-0.041,-0.047,-0.221,0.038,0.18
Derick Poloni,Casa Pia,Primeira Liga,2022,29,Defender,FB,1,8,0,,,,,,,,,,0,,0.01,0.115,0.01,0.115,0.003,0.037,0.021,0.235,0.003,0.039,0.017,0.196
Antonio Adán,Sporting CP,Primeira Liga,2022,35,Goalkeeper,GK,5,450,0,,,,,,,4.893,,-0.635,0,,0.015,0.003,0.01,0.002,0.003,0.001,0.039,0.008,0.033,0.007,0.006,0.001
Zé Oliveira,Paços de Ferreira,Primeira Liga,2022,20,Goalkeeper,GK,2,180,0,,,,,,,5.895,,-0.018,0,,0.004,0.002,0.004,0.002,0.002,0.001,0.015,0.008,0.015,0.008,,
Jordi,Paços de Ferreira,Primeira Liga,2022,29,Goalkeeper,GK,2,180,0,,,,,,,2.4,,-0.666,0,,0.004,0.002,0.004,0.002,0.002,0.001,0.012,0.006,0.011,0.006,0,0
César,Boavista,Primeira Liga,2022,30,Goalkeeper,GK,1,90,0,,,,,,,2.303,,-0.303,0,,0.002,0.002,0.002,0.002,0.001,0.001,0.012,0.012,0.012,0.012,0,0
Jean-Baptiste Gorby,Sporting Braga,Primeira Liga,2022,20,Midfielder,CM,1,16,0,,,,,,,,,,0,,0.002,0.013,0.002,0.013,0.001,0.007,0.017,0.094,0.014,0.081,0.002,0.014
Emilijus Zubas,Arouca,Primeira Liga,2022,32,Goalkeeper,GK,1,90,0,,,,,,,0.079,,1,0,,0.003,0.003,0.002,0.002,0.001,0.001,0.009,0.009,0.009,0.009,0.001,0.001
Matous Trmal,Marítimo,Primeira Liga,2022,23,Goalkeeper,GK,1,90,0,,,,,,,1.418,,0.295,0,,0.002,0.002,0.002,0.002,0.001,0.001,0.014,0.014,0.014,0.014,,
