Full Name,Team,League,season,Age,Position,Role,Appearances,Time Played,Goals,Goals_p90,xG,xG_p90,npxG,npxG_p90,xGoT,xGoTA,SGA,Goals prevented per xGoT,Assists,Assists_p90,xA,xA_p90,opxA,opxA_p90,xOVA,xOVA_p90,xThreat,xThreat_p90,xThreat from passes,xThreat from passes_p90,xThreat from carries,xThreat from carries_p90
Lionel Messi,Paris Saint-Germain,Ligue 1,2022,35,Forward,FW,7,620,3,0.435,5.265,0.764,5.265,0.764,7.735,,4.509,,7,1.016,4.871,0.707,4.421,0.642,5.251,0.762,3.062,0.444,2.076,0.301,0.986,0.143
Neymar,Paris Saint-Germain,Ligue 1,2022,30,Forward,WAM,7,531,8,1.356,5.488,0.93,3.925,0.665,5.617,,2.017,,6,1.017,3.399,0.576,2.776,0.47,4.221,0.715,1.229,0.208,1.01,0.171,0.219,0.037
Karl Toko-Ekambi,Lyon,Ligue 1,2022,29,Forward,FW,7,585,4,0.615,2.457,0.378,2.457,0.378,2.964,,1.204,,1,0.154,2.271,0.349,2.27,0.349,3.093,0.476,0.917,0.141,0.188,0.029,0.728,0.112
Florian Sotoca,Lens,Ligue 1,2022,31,Forward,FW,7,610,5,0.738,3.899,0.575,3.118,0.46,3.13,,0.236,,2,0.295,1.767,0.261,1.767,0.261,2.751,0.406,0.696,0.103,0.554,0.082,0.143,0.021
Armand Laurienté,Lorient,Ligue 1,2022,23,Forward,WAM,3,267,1,0.337,2.186,0.737,2.186,0.737,0.641,,0.317,,0,,1.056,0.356,1.056,0.356,2.467,0.832,0.637,0.215,0.41,0.138,0.228,0.077
Thijs Dallinga,Toulouse,Ligue 1,2022,22,Forward,FW,7,502,2,0.359,3.521,0.631,3.521,0.631,3.424,,1.163,,0,,0.217,0.039,0.217,0.039,2.465,0.442,0.132,0.024,0.003,0,0.129,0.023
Martin Terrier,Rennes,Ligue 1,2022,25,Forward,CAM,7,610,3,0.443,2.939,0.434,2.939,0.434,4.786,,2.737,,1,0.148,1.034,0.153,1.034,0.153,2.452,0.362,0.782,0.115,0.203,0.03,0.578,0.085
Dango Ouattara,Lorient,Ligue 1,2022,20,Forward,FW,7,595,3,0.454,1.421,0.215,1.421,0.215,2.025,,1.247,,4,0.605,2.008,0.304,2.008,0.304,2.337,0.354,1.163,0.176,0.834,0.126,0.329,0.05
Kylian Mbappé,Paris Saint-Germain,Ligue 1,2022,23,Forward,WAM,6,497,7,1.268,5.792,1.049,5.011,0.907,5.79,,2.226,,0,,1.45,0.263,1.45,0.263,2.239,0.406,1.331,0.241,0.491,0.089,0.839,0.152
Jonathan Bamba,Lille,Ligue 1,2022,26,Forward,WAM,7,629,3,0.429,2.428,0.347,2.428,0.347,2.769,,0.692,,2,0.286,1.153,0.165,1.149,0.164,2.186,0.313,0.894,0.128,0.457,0.065,0.437,0.063
Loïs Openda,Lens,Ligue 1,2022,22,Forward,FW,7,512,4,0.703,4.08,0.717,4.08,0.717,3.246,,0.855,,0,,1.143,0.201,1.143,0.201,2.184,0.384,0.83,0.146,0.343,0.06,0.487,0.086
Achraf Hakimi,Paris Saint-Germain,Ligue 1,2022,23,Defender,FB,7,534,2,0.337,0.765,0.129,0.765,0.129,1.68,,1.005,,1,0.169,2.073,0.349,2.068,0.349,2.152,0.363,0.531,0.089,0.494,0.083,0.037,0.006
Moses Simon,Nantes,Ligue 1,2022,27,Forward,WAM,5,440,3,0.614,2.209,0.452,2.209,0.452,2.175,,0.569,,1,0.205,1.007,0.206,0.799,0.163,2.039,0.417,0.441,0.09,0.193,0.04,0.248,0.051
David da Costa,Lens,Ligue 1,2022,21,Midfielder,WAM,7,517,0,,1.066,0.185,1.066,0.185,0.475,,-0.014,,3,0.522,1.894,0.33,1.894,0.33,2.032,0.354,1.167,0.203,0.765,0.133,0.401,0.07
Tetê,Lyon,Ligue 1,2022,22,Forward,WAM,7,539,4,0.668,2.839,0.474,2.839,0.474,2.878,,1.103,,2,0.334,1.423,0.238,1.126,0.188,1.982,0.331,0.667,0.111,0.321,0.054,0.346,0.058
Junya Ito,Reims,Ligue 1,2022,29,Forward,FW,6,408,2,0.441,1.48,0.326,1.48,0.326,2.004,,0.682,,0,,1.079,0.238,1.067,0.235,1.814,0.4,0.703,0.155,0.463,0.102,0.24,0.053
Flavien Tait,Rennes,Ligue 1,2022,29,Midfielder,CAM,7,505,1,0.178,1.24,0.221,1.24,0.221,1.196,,0.506,,0,,0.86,0.153,0.858,0.153,1.555,0.277,0.948,0.169,0.687,0.122,0.261,0.047
Malo Gusto,Lyon,Ligue 1,2022,19,Defender,FB,7,593,0,,0.13,0.02,0.13,0.02,0.051,,0.005,,1,0.152,1.648,0.25,1.643,0.249,1.526,0.232,0.672,0.102,0.433,0.066,0.239,0.036
Nuno Mendes,Paris Saint-Germain,Ligue 1,2022,20,Defender,FB,7,461,1,0.195,1.173,0.229,1.173,0.229,0.837,,-0.001,,2,0.39,1.174,0.229,1.172,0.229,1.496,0.292,0.71,0.139,0.655,0.128,0.055,0.011
Alexis Sánchez,Marseille,Ligue 1,2022,33,Forward,WAM,6,385,4,0.935,3.021,0.706,2.24,0.524,3.787,,1.508,,0,,0.705,0.165,0.664,0.155,1.44,0.337,0.128,0.03,0.211,0.049,-0.082,-0.019
Azzedine Ounahi,Angers,Ligue 1,2022,22,Midfielder,CB,7,608,0,,1.578,0.234,1.578,0.234,0.643,,0.247,,0,,0.685,0.101,0.6,0.089,1.423,0.211,0.892,0.132,0.569,0.084,0.323,0.048
Nuno Tavares,Marseille,Ligue 1,2022,22,Defender,FB,7,537,3,0.503,0.779,0.13,0.779,0.13,1.464,,0.958,,0,,1.195,0.2,0.971,0.163,1.407,0.236,0.911,0.153,0.699,0.117,0.212,0.035
Muhammed Cham,Clermont,Ligue 1,2022,21,Forward,FW,7,475,3,0.568,1.545,0.293,1.545,0.293,1.764,,0.469,,0,,0.526,0.1,0.413,0.078,1.4,0.265,0.595,0.113,0.342,0.065,0.253,0.048
Adrien Hunou,Angers,Ligue 1,2022,28,Forward,FW,6,463,2,0.389,1.838,0.357,1.838,0.357,1.862,,0.539,,0,,0.087,0.017,0.079,0.015,1.4,0.272,0.058,0.011,0.024,0.005,0.034,0.007
Cengiz Ünder,Marseille,Ligue 1,2022,25,Forward,WAM,6,305,0,,1.257,0.371,1.257,0.371,0.476,,-0.207,,1,0.295,0.573,0.169,0.459,0.135,1.393,0.411,0.252,0.074,0.05,0.015,0.202,0.06
Evann Guessand,Nantes,Ligue 1,2022,21,Forward,FW,7,452,1,0.199,1.501,0.299,1.501,0.299,1.439,,0.764,,2,0.398,0.498,0.099,0.498,0.099,1.369,0.273,0.634,0.126,0.136,0.027,0.498,0.099
Gaëtan Laborde,Nice,Ligue 1,2022,28,Forward,FW,6,431,2,0.418,1.709,0.357,1.709,0.357,1.843,,0.739,,0,,0.555,0.116,0.555,0.116,1.369,0.286,0.41,0.086,-0.011,-0.002,0.42,0.088
Rémy Cabella,Lille,Ligue 1,2022,32,Midfielder,CAM,3,239,0,,0.419,0.158,0.419,0.158,0.943,,0.524,,4,1.506,1.573,0.592,1.388,0.523,1.34,0.505,0.884,0.333,0.774,0.291,0.11,0.041
Mama Baldé,Troyes,Ligue 1,2022,26,Forward,WAM,7,514,3,0.525,2.267,0.397,2.267,0.397,2.807,,1.742,,1,0.175,0.198,0.035,0.198,0.035,1.327,0.232,-0.079,-0.014,-0.031,-0.005,-0.048,-0.008
Krépin Diatta,Monaco,Ligue 1,2022,23,Forward,WAM,6,471,1,0.191,1.211,0.231,1.211,0.231,0.76,,0.353,,0,,0.411,0.078,0.41,0.078,1.309,0.25,0.281,0.054,-0.001,0,0.282,0.054
Rafael Ratão,Toulouse,Ligue 1,2022,26,Forward,FW,6,401,2,0.449,1.781,0.4,1.781,0.4,2.022,,0.35,,0,,0.243,0.054,0.242,0.054,1.293,0.29,0.171,0.038,-0.013,-0.003,0.184,0.041
Amine Gouiri,Rennes,Ligue 1,2022,22,Forward,FW,5,387,1,0.233,1.795,0.417,1.795,0.417,1.654,,0.864,,0,,0.665,0.155,0.588,0.137,1.292,0.301,0.09,0.021,-0.094,-0.022,0.184,0.043
Adrien Thomasson,Strasbourg,Ligue 1,2022,28,Midfielder,WAM,7,468,0,,1.808,0.348,1.808,0.348,1.55,,0.474,,2,0.385,0.73,0.14,0.728,0.14,1.291,0.248,0.29,0.056,0.562,0.108,-0.272,-0.052
Alexandre Lacazette,Lyon,Ligue 1,2022,31,Forward,FW,7,602,4,0.598,4.418,0.66,3.636,0.544,3.699,,1.269,,1,0.15,1.198,0.179,1.095,0.164,1.265,0.189,0.147,0.022,0.417,0.062,-0.27,-0.04
Luis Suárez,Marseille,Ligue 1,2022,24,Forward,FW,4,168,2,1.071,2.294,1.229,2.294,1.229,2.169,,0.168,,0,,0.097,0.052,0.097,0.052,1.26,0.675,0.17,0.091,0.126,0.067,0.044,0.024
Ludovic Blas,Nantes,Ligue 1,2022,24,Midfielder,CAM,7,506,1,0.178,2.088,0.371,1.306,0.232,1.958,,0.757,,0,,0.505,0.09,0.358,0.064,1.243,0.221,0.38,0.068,0.266,0.047,0.114,0.02
Vitinha,Paris Saint-Germain,Ligue 1,2022,22,Midfielder,CAM,6,430,0,,1.072,0.224,1.072,0.224,0.443,,0.291,,0,,0.315,0.066,0.315,0.066,1.204,0.252,0.353,0.074,0.268,0.056,0.085,0.018
Breel Embolo,Monaco,Ligue 1,2022,25,Forward,FW,7,562,2,0.32,2.651,0.424,2.651,0.424,2.517,,1.166,,0,,0.507,0.081,0.506,0.081,1.172,0.188,0.408,0.065,0.014,0.002,0.394,0.063
Ismaily,Lille,Ligue 1,2022,32,Defender,FB,6,472,2,0.381,0.85,0.162,0.85,0.162,1.048,,0.47,,1,0.191,0.769,0.147,0.765,0.146,1.117,0.213,0.888,0.169,0.656,0.125,0.232,0.044
Faitout Maouassa,Montpellier,Ligue 1,2022,24,Defender,WAM,7,369,1,0.244,0.362,0.088,0.362,0.088,0.442,,0.174,,4,0.976,0.922,0.225,0.9,0.22,1.096,0.267,0.547,0.133,0.429,0.105,0.117,0.029
Enzo Le Fée,Lorient,Ligue 1,2022,22,Midfielder,CM,7,620,1,0.145,0.649,0.094,0.649,0.094,1.145,,0.759,,1,0.145,1.049,0.152,0.717,0.104,1.07,0.155,0.41,0.06,0.317,0.046,0.093,0.013
Zakaria Aboukhlal,Toulouse,Ligue 1,2022,22,Forward,FW,7,523,2,0.344,1.255,0.216,1.255,0.216,0.759,,0.37,,1,0.172,0.788,0.136,0.787,0.136,1.055,0.182,0.577,0.099,0.479,0.082,0.097,0.017
Jérémy Le Douaron,Brest,Ligue 1,2022,24,Forward,FW,4,211,2,0.853,2.698,1.151,2.698,1.151,0.988,,-0.009,,0,,0.018,0.008,0.018,0.008,1.049,0.448,-0.123,-0.053,-0.035,-0.015,-0.088,-0.038
Jean Lucas,Monaco,Ligue 1,2022,24,Midfielder,CM,5,281,0,,0.964,0.309,0.964,0.309,0.958,,0.386,,0,,0.202,0.065,0.202,0.065,1.049,0.336,0.173,0.056,0.059,0.019,0.115,0.037
Rayan Cherki,Lyon,Ligue 1,2022,19,Midfielder,WAM,6,82,0,,0.34,0.373,0.34,0.373,0.53,,0.421,,3,3.293,1.283,1.408,0.897,0.984,1.024,1.123,0.554,0.608,0.299,0.328,0.256,0.281
Kamaldeen Sulemana,Rennes,Ligue 1,2022,20,Midfielder,WAM,7,213,1,0.423,0.976,0.412,0.976,0.412,0.548,,0.472,,0,,0.626,0.264,0.625,0.264,1.018,0.43,0.44,0.186,0.329,0.139,0.111,0.047
Enzo Tchato Mbiayi,Montpellier,Ligue 1,2022,19,Defender,CB,6,266,1,0.338,0.279,0.094,0.279,0.094,0.502,,0.25,,1,0.338,0.844,0.286,0.841,0.285,1.008,0.341,0.416,0.141,0.335,0.114,0.08,0.027
Lois Diony,Angers,Ligue 1,2022,29,Forward,FW,7,414,1,0.217,1.874,0.407,1.874,0.407,0.367,,0.04,,0,,0.158,0.034,0.157,0.034,1.004,0.218,0.21,0.046,-0.026,-0.006,0.236,0.051
Alexis Flips,Reims,Ligue 1,2022,22,Midfielder,WAM,5,180,1,0.5,0.385,0.193,0.385,0.193,0.637,,0.376,,1,0.5,0.951,0.476,0.833,0.417,0.959,0.479,0.389,0.195,0.371,0.186,0.018,0.009
Mathias Autret,Auxerre,Ligue 1,2022,31,Midfielder,WAM,7,457,2,0.394,1.778,0.35,0.997,0.196,1.663,,0.161,,0,,0.225,0.044,0.202,0.04,0.941,0.185,0.303,0.06,0.278,0.055,0.024,0.005
Aaron Ramsey,Nice,Ligue 1,2022,31,Midfielder,CM,6,250,1,0.36,1.274,0.459,1.274,0.459,2.205,,1.018,,0,,0.211,0.076,0.097,0.035,0.922,0.332,0.003,0.001,-0.063,-0.023,0.066,0.024
Youcef Belaïli,Brest,Ligue 1,2022,30,Midfielder,CM,6,359,0,,0.662,0.166,0.662,0.166,0.179,,0.06,,2,0.501,0.9,0.226,0.459,0.115,0.921,0.231,0.589,0.148,0.365,0.091,0.224,0.056
Przemyslaw Frankowski,Lens,Ligue 1,2022,27,Midfielder,WAM,7,468,0,,0.593,0.114,0.593,0.114,0.894,,0.507,,2,0.385,0.973,0.187,0.636,0.122,0.916,0.176,0.531,0.102,0.469,0.09,0.062,0.012
Jonathan Clauss,Marseille,Ligue 1,2022,29,Defender,FB,7,565,0,,0.666,0.106,0.666,0.106,0.649,,0.23,,2,0.319,0.706,0.112,0.643,0.102,0.911,0.145,0.26,0.041,0.269,0.043,-0.009,-0.001
Franck Honorat,Brest,Ligue 1,2022,26,Midfielder,WAM,7,515,1,0.175,0.382,0.067,0.382,0.067,0.566,,0.464,,1,0.175,0.968,0.169,0.785,0.137,0.9,0.157,-0.012,-0.002,-0.05,-0.009,0.038,0.007
Branco van den Boomen,Toulouse,Ligue 1,2022,27,Midfielder,CM,7,616,0,,0.493,0.072,0.493,0.072,1.275,,1.001,,2,0.292,1.575,0.23,0.98,0.143,0.895,0.131,0.864,0.126,0.792,0.116,0.072,0.01
Emmanuel Agbadou,Reims,Ligue 1,2022,25,Defender,CB,6,430,0,,0.123,0.026,0.123,0.026,0.024,,-0.002,,0,,0.852,0.178,0.839,0.176,0.881,0.184,0.455,0.095,0.376,0.079,0.079,0.016
Benjamin Bourigeaud,Rennes,Ligue 1,2022,28,Midfielder,CM,7,555,0,,0.977,0.158,0.977,0.158,1.173,,0.674,,1,0.162,1.864,0.302,0.933,0.151,0.878,0.142,0.911,0.148,0.734,0.119,0.177,0.029
Marshall Munetsi,Reims,Ligue 1,2022,26,Midfielder,CB,7,620,1,0.145,1.322,0.192,1.322,0.192,1.102,,0.361,,0,,0.369,0.054,0.369,0.054,0.874,0.127,0.103,0.015,0.309,0.045,-0.207,-0.03
Théo Sainte-Luce,Montpellier,Ligue 1,2022,23,Defender,CM,5,357,1,0.252,0.427,0.108,0.427,0.108,0.779,,0.365,,1,0.252,0.61,0.154,0.603,0.152,0.853,0.215,0.484,0.122,0.477,0.12,0.006,0.002
Kevin Gameiro,Strasbourg,Ligue 1,2022,35,Forward,FW,7,406,1,0.222,2.686,0.595,2.686,0.595,2.066,,0.294,,0,,0.644,0.143,0.644,0.143,0.851,0.189,0.068,0.015,0.15,0.033,-0.082,-0.018
Sofiane Diop,Nice,Ligue 1,2022,22,Forward,CAM,3,169,1,0.533,1.135,0.604,1.135,0.604,1.309,,0.33,,0,,0.187,0.1,0.144,0.077,0.846,0.451,0.385,0.205,0.009,0.005,0.376,0.2
Bafodé Diakité,Lille,Ligue 1,2022,21,Defender,CB,7,510,0,,0.778,0.137,0.778,0.137,0.287,,-0.064,,0,,0.161,0.028,0.151,0.027,0.832,0.147,0.78,0.138,0.408,0.072,0.372,0.066
Arnaud Nordin,Montpellier,Ligue 1,2022,24,Forward,WAM,5,389,2,0.463,0.901,0.208,0.901,0.208,1.767,,0.982,,1,0.231,0.337,0.078,0.2,0.046,0.822,0.19,0.249,0.058,0.037,0.009,0.212,0.049
Seko Fofana,Lens,Ligue 1,2022,27,Midfielder,CM,5,403,2,0.447,1.558,0.348,0.776,0.173,1.486,,0.591,,2,0.447,0.631,0.141,0.631,0.141,0.815,0.182,-0.011,-0.002,-0.103,-0.023,0.092,0.02
Aleksandr Golovin,Monaco,Ligue 1,2022,26,Midfielder,CM,6,382,0,,0.552,0.13,0.552,0.13,0.115,,-0.013,,1,0.236,0.708,0.167,0.49,0.116,0.792,0.187,0.351,0.083,0.189,0.044,0.163,0.038
Brecht Dejaegere,Toulouse,Ligue 1,2022,31,Midfielder,CM,5,304,0,,0.458,0.135,0.458,0.135,0.074,,-0.005,,0,,0.47,0.139,0.47,0.139,0.787,0.233,0.273,0.081,0.162,0.048,0.111,0.033
Yoann Salmier,Troyes,Ligue 1,2022,29,Defender,CB,6,469,1,0.192,0.839,0.161,0.839,0.161,0.894,,0.294,,0,,0.056,0.011,0.056,0.011,0.787,0.151,0.155,0.03,0.238,0.046,-0.083,-0.016
Hamza Sakhi,Auxerre,Ligue 1,2022,26,Midfielder,CAM,7,542,0,,0.172,0.029,0.172,0.029,0.019,,-0.007,,0,,1.025,0.17,0.844,0.14,0.78,0.13,0.475,0.079,0.377,0.063,0.098,0.016
Vincent Le Goff,Lorient,Ligue 1,2022,32,Defender,FB,7,630,0,,0.753,0.108,0.753,0.108,1.242,,0.598,,0,,0.232,0.033,0.222,0.032,0.773,0.11,0.471,0.067,0.38,0.054,0.091,0.013
Caio Henrique,Monaco,Ligue 1,2022,25,Defender,FB,5,427,0,,0.223,0.047,0.223,0.047,0.733,,0.491,,4,0.843,1.225,0.258,0.74,0.156,0.757,0.16,0.331,0.07,0.312,0.066,0.019,0.004
Dimitri Payet,Marseille,Ligue 1,2022,35,Midfielder,CAM,5,186,0,,0.883,0.427,0.883,0.427,0.067,,0.015,,1,0.484,0.69,0.334,0.516,0.25,0.752,0.364,0.511,0.247,0.395,0.191,0.115,0.056
Nicolás Tagliafico,Lyon,Ligue 1,2022,30,Defender,FB,7,630,1,0.143,1.119,0.16,1.119,0.16,0.942,,0.139,,0,,0.252,0.036,0.244,0.035,0.748,0.107,0.44,0.063,0.468,0.067,-0.027,-0.004
Sanjin Prcic,Strasbourg,Ligue 1,2022,28,Midfielder,CM,6,395,0,,0.375,0.086,0.375,0.086,0.2,,-0.029,,1,0.228,0.549,0.125,0.547,0.125,0.747,0.17,0.599,0.137,0.583,0.133,0.017,0.004
Lucas Perrin,Strasbourg,Ligue 1,2022,23,Defender,CB,3,171,0,,,,,,,,,,0,,0.751,0.395,0.744,0.391,0.733,0.386,0.404,0.213,0.374,0.197,0.031,0.016
Cédric Bakambu,Marseille,Ligue 1,2022,31,Forward,FW,3,56,0,,,,,,,,,,1,1.607,0.758,1.219,0.758,1.219,0.724,1.164,0.238,0.382,0.204,0.327,0.034,0.055
Folarin Balogun,Reims,Ligue 1,2022,21,Forward,FW,7,446,5,1.009,4.226,0.853,2.663,0.537,3.952,,0.74,,1,0.202,0.494,0.1,0.494,0.1,0.718,0.145,0.418,0.084,0.209,0.042,0.209,0.042
Jean Botué,Ajaccio,Ligue 1,2022,20,Midfielder,WAM,3,147,0,,1.009,0.618,1.009,0.618,,,,,0,,0.031,0.019,0.031,0.019,0.714,0.437,0.061,0.037,0.052,0.032,0.01,0.006
Fábio,Nantes,Ligue 1,2022,32,Defender,FB,6,225,0,,0.278,0.111,0.278,0.111,0.548,,0.342,,0,,0.561,0.224,0.559,0.224,0.709,0.284,0.58,0.232,0.523,0.209,0.057,0.023
Papa Ndiaga Yade,Troyes,Ligue 1,2022,22,Midfielder,CAM,4,138,0,,0.062,0.041,0.062,0.041,,,,,1,0.652,0.67,0.437,0.67,0.437,0.703,0.458,-0.003,-0.002,0.039,0.025,-0.042,-0.027
Mathias Lage,Brest,Ligue 1,2022,25,Midfielder,CM,7,472,0,,0.481,0.092,0.481,0.092,0.61,,0.253,,0,,0.408,0.078,0.405,0.077,0.691,0.132,0.467,0.089,0.298,0.057,0.169,0.032
Mikkel Desler,Toulouse,Ligue 1,2022,27,Defender,CB,7,597,0,,0.318,0.048,0.318,0.048,0.137,,-0.128,,0,,0.627,0.095,0.621,0.094,0.69,0.104,0.814,0.123,0.704,0.106,0.111,0.017
Jean Eudes Aholou,Strasbourg,Ligue 1,2022,28,Midfielder,DMC,7,349,0,,0.297,0.077,0.297,0.077,0.306,,0.055,,0,,0.918,0.237,0.918,0.237,0.686,0.177,0.486,0.125,0.466,0.12,0.02,0.005
Thomas Delaine,Strasbourg,Ligue 1,2022,30,Defender,FB,5,353,0,,0.012,0.003,0.012,0.003,0.019,,0.007,,1,0.255,0.752,0.192,0.747,0.19,0.684,0.174,0.396,0.101,0.29,0.074,0.106,0.027
Valentin Rongier,Marseille,Ligue 1,2022,27,Midfielder,CM,6,487,0,,0.33,0.061,0.33,0.061,,,,,0,,0.5,0.092,0.5,0.092,0.68,0.126,0.478,0.088,0.399,0.074,0.079,0.015
Lovro Majer,Rennes,Ligue 1,2022,24,Midfielder,CAM,5,241,0,,0.314,0.117,0.314,0.117,,,,,1,0.373,0.649,0.242,0.593,0.221,0.678,0.253,0.473,0.177,0.332,0.124,0.141,0.053
Habib Diallo,Strasbourg,Ligue 1,2022,27,Forward,FW,7,520,2,0.346,0.819,0.142,0.819,0.142,1.725,,1.053,,0,,1.329,0.23,1.329,0.23,0.675,0.117,0.127,0.022,0.19,0.033,-0.063,-0.011
Alexander Djiku,Strasbourg,Ligue 1,2022,28,Defender,CB,7,615,1,0.146,0.595,0.087,0.595,0.087,0.956,,0.419,,0,,0.261,0.038,0.245,0.036,0.673,0.098,1.064,0.156,0.997,0.146,0.068,0.01
Maxence Caqueret,Lyon,Ligue 1,2022,22,Midfielder,DMC,6,394,0,,0.223,0.051,0.223,0.051,0.05,,0.013,,0,,0.858,0.196,0.858,0.196,0.667,0.152,0.699,0.16,0.617,0.141,0.082,0.019
Sofiane Boufal,Angers,Ligue 1,2022,28,Forward,WAM,6,316,3,0.854,2.261,0.644,0.698,0.199,3.095,,0.982,,2,0.57,0.702,0.2,0.578,0.165,0.647,0.184,0.391,0.111,0.155,0.044,0.236,0.067
Wissam Ben Yedder,Monaco,Ligue 1,2022,32,Forward,FW,5,255,0,,0.706,0.249,0.706,0.249,0.163,,-0.115,,0,,0.368,0.13,0.368,0.13,0.645,0.228,0.361,0.127,0.298,0.105,0.063,0.022
Hamari Traoré,Rennes,Ligue 1,2022,30,Defender,FB,7,558,0,,0.143,0.023,0.143,0.023,0.022,,0.003,,1,0.161,0.741,0.12,0.733,0.118,0.637,0.103,0.678,0.109,0.528,0.085,0.149,0.024
Deiver Machado,Lens,Ligue 1,2022,29,Defender,FB,6,428,1,0.21,0.237,0.05,0.237,0.05,0.58,,0.492,,1,0.21,0.554,0.117,0.552,0.116,0.628,0.132,0.158,0.033,0.105,0.022,0.053,0.011
Kamory Doumbia,Reims,Ligue 1,2022,19,Midfielder,CAM,7,348,1,0.259,0.987,0.255,0.205,0.053,0.742,,-0.056,,1,0.259,0.585,0.151,0.585,0.151,0.624,0.161,0.416,0.107,0.358,0.093,0.057,0.015
Kevin Danso,Lens,Ligue 1,2022,23,Defender,CB,7,630,1,0.143,0.884,0.126,0.884,0.126,0.651,,0.292,,0,,0.25,0.036,0.25,0.036,0.622,0.089,0.656,0.094,0.303,0.043,0.352,0.05
Terem Moffi,Lorient,Ligue 1,2022,23,Forward,FW,7,560,5,0.804,4.304,0.692,2.74,0.44,3.556,,0.091,,0,,0.123,0.02,0.123,0.02,0.621,0.1,0.24,0.039,-0.08,-0.013,0.321,0.052
Julian Jeanvier,Auxerre,Ligue 1,2022,30,Defender,CB,3,225,1,0.4,0.617,0.247,0.617,0.247,0.809,,0.192,,0,,0.007,0.003,0.007,0.003,0.62,0.248,0.043,0.017,0.041,0.016,0.002,0.001
Nicolas Cozza,Montpellier,Ligue 1,2022,23,Defender,CB,7,516,1,0.174,0.587,0.102,0.587,0.102,0.571,,0.242,,1,0.174,0.228,0.04,0.223,0.039,0.619,0.108,0.306,0.053,0.216,0.038,0.09,0.016
Jonathan David,Lille,Ligue 1,2022,22,Forward,WAM,7,618,4,0.583,2.91,0.424,2.129,0.31,1.601,,0.701,,2,0.291,0.609,0.089,0.608,0.089,0.61,0.089,-0.098,-0.014,-0.347,-0.051,0.249,0.036
Pierrick Capelle,Angers,Ligue 1,2022,35,Midfielder,CM,5,241,0,,0.559,0.209,0.559,0.209,0.754,,0.284,,0,,0.221,0.083,0.22,0.082,0.608,0.227,0.137,0.051,0.047,0.018,0.09,0.034
Saîf-Eddine Khaoui,Clermont,Ligue 1,2022,27,Midfielder,CAM,6,201,1,0.448,0.435,0.195,0.435,0.195,0.846,,0.447,,1,0.448,0.302,0.135,0.285,0.127,0.608,0.272,0.153,0.069,0.103,0.046,0.05,0.022
Maxime Gonalons,Clermont,Ligue 1,2022,33,Midfielder,DMC,4,300,1,0.3,0.569,0.171,0.569,0.171,0.845,,0.423,,0,,0.056,0.017,0.054,0.016,0.6,0.18,0.123,0.037,0.116,0.035,0.007,0.002
Lucas Paquetá,Lyon,Ligue 1,2022,,,,2,161,0,,0.318,0.178,0.318,0.178,0.103,,0.026,,0,,0.607,0.34,0.607,0.339,0.595,0.333,0.245,0.137,0.248,0.139,-0.004,-0.002
Mohamed Bayo,Lille,Ligue 1,2022,24,Forward,FW,4,195,0,,0.76,0.351,0.76,0.351,0.042,,-0.023,,0,,0.482,0.222,0.482,0.222,0.594,0.274,0.183,0.084,0.341,0.158,-0.159,-0.073
Axel Disasi,Monaco,Ligue 1,2022,24,Defender,CB,7,630,0,,0.994,0.142,0.213,0.03,0.769,,-0.013,,2,0.286,0.65,0.093,0.647,0.092,0.593,0.085,0.634,0.091,0.467,0.067,0.167,0.024
Pierre Lees-Melou,Brest,Ligue 1,2022,29,Midfielder,CM,6,478,2,0.377,0.433,0.082,0.433,0.082,0.8,,0.515,,0,,0.545,0.103,0.544,0.102,0.591,0.111,0.136,0.026,0.184,0.035,-0.047,-0.009
Gerson,Marseille,Ligue 1,2022,25,Midfielder,WAM,6,277,1,0.325,0.856,0.278,0.856,0.278,1.162,,0.461,,0,,0.112,0.036,0.111,0.036,0.588,0.191,0.193,0.063,0.108,0.035,0.085,0.028
Komnen Andric,Clermont,Ligue 1,2022,27,Forward,FW,7,446,2,0.404,1.898,0.383,1.116,0.225,1.821,,0.335,,1,0.202,0.308,0.062,0.308,0.062,0.581,0.117,-0.129,-0.026,-0.08,-0.016,-0.049,-0.01
Yusuf Yazici,Lille,Ligue 1,2022,,,,4,202,1,0.446,0.793,0.353,0.793,0.353,0.795,,0.17,,1,0.446,0.281,0.125,0.264,0.118,0.569,0.253,0.206,0.092,0.207,0.092,-0.001,0
Benoît Badiashile,Monaco,Ligue 1,2022,21,Defender,CB,6,413,2,0.436,0.458,0.1,0.458,0.1,1.048,,0.62,,0,,0.414,0.09,0.413,0.09,0.559,0.122,0.711,0.155,0.51,0.111,0.201,0.044
Moussa Dembele,Lyon,Ligue 1,2022,26,Forward,FW,5,126,2,1.429,1.589,1.135,1.589,1.135,2.208,,1.039,,0,,0.175,0.125,0.175,0.125,0.559,0.399,-0.123,-0.088,-0.08,-0.057,-0.043,-0.031
Corentin Tolisso,Lyon,Ligue 1,2022,28,Midfielder,CM,7,383,0,,0.041,0.01,0.041,0.01,,,,,0,,0.788,0.185,0.776,0.182,0.557,0.131,1.001,0.235,0.63,0.148,0.371,0.087
Sada Thioub,Angers,Ligue 1,2022,27,Midfielder,WAM,7,336,0,,0.071,0.019,0.071,0.019,,,,,1,0.268,0.774,0.207,0.773,0.207,0.544,0.146,0.31,0.083,0.262,0.07,0.048,0.013
