Full Name,Team,League,season,Age,Position,Role,Appearances,Time Played,Goals,Goals_p90,xG,xG_p90,npxG,npxG_p90,xGoT,xGoTA,SGA,Goals prevented per xGoT,Assists,Assists_p90,xA,xA_p90,opxA,opxA_p90,xOVA,xOVA_p90,xThreat,xThreat_p90,xThreat from passes,xThreat from passes_p90,xThreat from carries,xThreat from carries_p90
Alban Lafont,Nantes,Ligue 1,2022,23,Goalkeeper,GK,7,630,0,,,,,,,8.896,,-0.124,0,,0.023,0.003,0.021,0.003,0.012,0.002,0.137,0.02,0.135,0.019,0.002,0
Gauthier Gallon,Troyes,Ligue 1,2022,29,Goalkeeper,GK,7,630,0,,,,,,,9.519,,-0.366,0,,0.02,0.003,0.017,0.002,0.012,0.002,0.084,0.012,0.084,0.012,0,0
Alexis Claude-Maurice,Lens,Ligue 1,2022,24,Midfielder,CAM,4,96,0,,0.048,0.045,0.048,0.045,,,,,0,,0.031,0.029,0.031,0.029,0.012,0.011,-0.049,-0.046,-0.072,-0.068,0.023,0.022
Maxime Estève,Montpellier,Ligue 1,2022,20,Defender,CM,6,269,0,,,,,,,,,,0,,0.018,0.006,0.018,0.006,0.011,0.004,0.112,0.037,0.073,0.025,0.039,0.013
Alexander Nübel,Monaco,Ligue 1,2022,25,Goalkeeper,GK,7,630,0,,,,,,,12.425,,0.034,0,,0.024,0.003,0.017,0.002,0.011,0.002,0.109,0.016,0.107,0.015,0.002,0
Brice Samba,Lens,Ligue 1,2022,28,Goalkeeper,GK,7,630,0,,,,,,,7.701,,0.091,0,,0.024,0.003,0.02,0.003,0.011,0.002,0.189,0.027,0.174,0.025,0.014,0.002
Pau López,Marseille,Ligue 1,2022,27,Goalkeeper,GK,5,450,0,,,,,,,2.685,,0.255,0,,0.029,0.006,0.015,0.003,0.009,0.002,0.103,0.021,0.098,0.02,0.004,0.001
Lohann Doucet,Nantes,Ligue 1,2022,19,Midfielder,DMC,5,35,0,,,,,,,,,,0,,0.013,0.033,0.013,0.032,0.009,0.023,0.055,0.141,0.035,0.09,0.02,0.051
Ousmane Camara,Angers,Ligue 1,2022,19,Defender,CB,2,180,0,,,,,,,,,,0,,0.022,0.011,0.018,0.009,0.009,0.004,0.119,0.059,0.087,0.044,0.032,0.016
Maximiliano Caufriez,Clermont,Ligue 1,2022,25,Defender,CB,2,180,0,,0.018,0.009,0.018,0.009,,,,,0,,0.007,0.003,0.006,0.003,0.009,0.004,0.055,0.027,0.036,0.018,0.018,0.009
Alexandre Coeff,Auxerre,Ligue 1,2022,30,Defender,DMC,5,405,0,,,,,,,,,,0,,0.023,0.005,0.022,0.005,0.008,0.002,0.165,0.037,0.142,0.032,0.022,0.005
Kyliane Dong,Troyes,Ligue 1,2022,17,Midfielder,CM,3,55,0,,0.036,0.058,0.036,0.058,,,,,0,,0.001,0.002,0.001,0.002,0.007,0.012,0.08,0.131,-0.008,-0.013,0.088,0.143
Christopher Jullien,Montpellier,Ligue 1,2022,29,Defender,CB,2,180,0,,0.071,0.035,0.071,0.035,,,,,0,,0.008,0.004,0.007,0.004,0.007,0.003,0.059,0.029,0.041,0.021,0.018,0.009
André Gomes,Lille,Ligue 1,2022,29,Midfielder,CM,2,56,0,,0.034,0.054,0.034,0.054,,,,,0,,0.075,0.12,0.058,0.092,0.006,0.009,0.144,0.232,0.094,0.151,0.05,0.081
Kenji-Van Boto,Auxerre,Ligue 1,2022,26,Defender,FB,1,90,0,,0.017,0.017,0.017,0.017,,,,,0,,0.006,0.006,0.002,0.002,0.006,0.006,0.035,0.035,0.008,0.008,0.026,0.026
Ruben Aguilar,Monaco,Ligue 1,2022,29,Defender,FB,5,308,0,,,,,,,,,,0,,0.153,0.045,0.147,0.043,0.006,0.002,0.313,0.092,0.293,0.086,0.021,0.006
Rubén Blanco,Marseille,Ligue 1,2022,27,Goalkeeper,GK,2,180,0,,,,,,,1.18,,-0.695,0,,0.008,0.004,0.008,0.004,0.006,0.003,0.038,0.019,0.037,0.019,0.001,0
Rémy Riou,Lyon,Ligue 1,2022,35,Goalkeeper,GK,4,330,0,,,,,,,2.34,,-0.282,0,,0.01,0.003,0.01,0.003,0.005,0.001,0.111,0.03,0.11,0.03,0,0
Lesley Ugochukwu,Rennes,Ligue 1,2022,18,Midfielder,CM,2,81,0,,,,,,,,,,0,,0.011,0.012,0.011,0.012,0.005,0.005,-0.012,-0.014,-0.023,-0.026,0.011,0.012
Jeff Reine-Adélaïde,Lyon,Ligue 1,2022,24,Midfielder,WAM,4,111,0,,0.116,0.094,0.116,0.094,0.201,,0.086,,0,,0.138,0.112,0.112,0.091,0.004,0.003,0.078,0.063,0.051,0.042,0.026,0.021
Jere Uronen,Brest,Ligue 1,2022,28,Defender,FB,3,38,0,,,,,,,,,,0,,0.012,0.027,0.011,0.027,0.004,0.01,0.057,0.136,0.049,0.117,0.008,0.019
Jonas Omlin,Montpellier,Ligue 1,2022,28,Goalkeeper,GK,5,405,0,,,,,,,9.632,,0.169,0,,0.013,0.003,0.009,0.002,0.004,0.001,0.07,0.016,0.065,0.014,0.005,0.001
Patrick Berg,Lens,Ligue 1,2022,24,Midfielder,CM,3,22,0,,,,,,,,,,0,,0.015,0.061,0.015,0.061,0.004,0.014,0.036,0.148,0.028,0.116,0.008,0.032
Gianluigi Donnarumma,Paris Saint-Germain,Ligue 1,2022,23,Goalkeeper,GK,7,630,0,,,,,,,5.071,,0.211,0,,0.011,0.002,0.011,0.002,0.003,0,0.057,0.008,0.048,0.007,0.009,0.001
Eliot Matazo,Monaco,Ligue 1,2022,20,Midfielder,CM,2,48,0,,,,,,,,,,0,,0.006,0.011,0.006,0.011,0.003,0.006,0.008,0.015,0.006,0.01,0.003,0.005
Bingourou Kamara,Montpellier,Ligue 1,2022,25,Goalkeeper,GK,1,90,0,,,,,,,1.656,,-0.208,0,,0.005,0.005,0.005,0.005,0.003,0.003,0.031,0.031,0.031,0.031,0,0
Mahdi Camara,Brest,Ligue 1,2022,24,Midfielder,CM,3,124,0,,,,,,,,,,0,,0.01,0.007,0.009,0.007,0.003,0.002,0.051,0.037,0.038,0.028,0.012,0.009
Adam Buksa,Lens,Ligue 1,2022,26,Forward,FW,1,18,0,,,,,,,,,,0,,0.005,0.026,0.005,0.026,0.003,0.016,-0.002,-0.008,0.003,0.014,-0.004,-0.022
Soungoutou Magassa,Monaco,Ligue 1,2022,18,Midfielder,DMC,1,73,0,,,,,,,,,,0,,0.008,0.01,0.008,0.01,0.003,0.004,0.008,0.01,0,0,0.008,0.01
Léo Jardim,Lille,Ligue 1,2022,27,Goalkeeper,GK,6,540,0,,,,,,,8.807,,-0.476,0,,0.01,0.002,0.01,0.002,0.003,0,0.111,0.019,0.112,0.019,-0.001,0
Cédric Avinel,Ajaccio,Ligue 1,2022,36,Defender,CB,3,185,0,,,,,,,,,,0,,0.005,0.003,0.005,0.002,0.002,0.001,0.047,0.023,0.026,0.013,0.021,0.01
Logan Costa,Toulouse,Ligue 1,2022,21,Defender,CM,1,45,0,,,,,,,,,,0,,0.003,0.007,0.003,0.007,0.002,0.005,0.027,0.054,0.023,0.046,0.004,0.008
Warren Zaïre-Emery,Paris Saint-Germain,Ligue 1,2022,16,Midfielder,CM,2,9,0,,,,,,,,,,0,,0.003,0.031,0.003,0.031,0.002,0.023,0.006,0.062,0.002,0.016,0.005,0.046
Anthony Lopes,Lyon,Ligue 1,2022,31,Goalkeeper,GK,4,297,0,,,,,,,3.91,,-0.279,0,,0.005,0.001,0.005,0.001,0.002,0.001,0.038,0.012,0.037,0.011,0.001,0
Yahia Fofana,Angers,Ligue 1,2022,22,Goalkeeper,GK,1,90,0,,,,,,,1.142,,0.124,0,,0.003,0.003,0.003,0.003,0.002,0.002,0.023,0.023,0.022,0.022,0.001,0.001
Matis Carvalho,Montpellier,Ligue 1,2022,23,Goalkeeper,GK,2,135,0,,,,,,,1.586,,-0.891,0,,0.005,0.004,0.003,0.002,0.002,0.001,0.038,0.025,0.038,0.025,0,0
Lucien Agoumé,Troyes,Ligue 1,2022,20,Midfielder,DMC,1,8,0,,,,,,,,,,0,,0.003,0.033,0.003,0.033,0.002,0.019,0.005,0.051,0.007,0.073,-0.002,-0.022
Moussa Diarra,Toulouse,Ligue 1,2022,21,Defender,CB,4,259,0,,,,,,,,,,0,,0.04,0.014,0.039,0.014,0.002,0.001,0.079,0.028,0.119,0.041,-0.04,-0.014
Sead Kolasinac,Marseille,Ligue 1,2022,29,Defender,FB,6,278,0,,0.028,0.009,0.028,0.009,,,,,1,0.324,0.021,0.007,0.02,0.007,0.002,0,0.131,0.042,0.078,0.025,0.053,0.017
Jean-Claude Billong,Clermont,Ligue 1,2022,28,Defender,CB,1,22,0,,,,,,,,,,0,,0.004,0.016,0.004,0.016,0.001,0.006,0.026,0.108,0.026,0.106,0.001,0.002
Marcin Bulka,Nice,Ligue 1,2022,22,Goalkeeper,GK,1,90,0,,,,,,,1.747,,0.428,0,,0.002,0.002,0.002,0.002,0.001,0.001,0.011,0.011,0.012,0.012,0,0
Lucas Chevalier,Lille,Ligue 1,2022,20,Goalkeeper,GK,1,90,0,,,,,,,1.702,,-0.175,0,,0.002,0.002,0.002,0.002,0.001,0.001,0.021,0.021,0.02,0.02,0.001,0.001
Jason Berthomier,Clermont,Ligue 1,2022,,,,2,21,0,,,,,,,,,,0,,0.003,0.013,0.003,0.012,0,0.001,-0.005,-0.02,-0.005,-0.022,0,0.002
Nordine Kandil,Strasbourg,Ligue 1,2022,20,Midfielder,CAM,1,2,0,,,,,,,,,,0,,0,0.005,0,0.005,0,0.005,0.002,0.09,0.002,0.09,,
Noah Fadiga,Brest,Ligue 1,2022,22,Defender,CM,2,111,0,,,,,,,,,,0,,0.003,0.003,0.003,0.002,0,0,0.025,0.02,-0.002,-0.001,0.027,0.022
Brandon Baiye,Clermont,Ligue 1,2022,21,Midfielder,CM,3,8,0,,,,,,,,,,0,,0.001,0.009,0.001,0.008,0,-0.001,-0.008,-0.088,-0.007,-0.077,-0.001,-0.011
Carlos Baleba,Lille,Ligue 1,2022,18,Midfielder,CM,1,6,0,,,,,,,,,,0,,0.001,0.018,0.001,0.018,0,-0.005,0.006,0.086,0,0.003,0.006,0.083
Hicham Boudaoui,Nice,Ligue 1,2022,22,Midfielder,CM,1,19,0,,,,,,,,,,0,,0.001,0.004,0.001,0.004,0,-0.002,0.004,0.019,-0.011,-0.051,0.015,0.07
Adil Aouchiche,Lorient,Ligue 1,2022,20,Midfielder,CAM,1,18,0,,,,,,,,,,0,,0,0.002,0,0.002,-0.001,-0.003,-0.002,-0.011,-0.003,-0.016,0.001,0.006
Joe Bryan,Nice,Ligue 1,2022,28,Defender,FB,1,14,0,,,,,,,,,,0,,0.001,0.006,0.001,0.006,-0.001,-0.004,0.009,0.056,0.005,0.034,0.003,0.022
Ilyés Chétti,Angers,Ligue 1,2022,27,Defender,FB,2,57,0,,,,,,,,,,0,,0.016,0.025,0.015,0.024,-0.001,-0.002,0.087,0.137,0.057,0.09,0.03,0.047
Himad Abdelli,Angers,Ligue 1,2022,22,Midfielder,CM,2,9,0,,,,,,,,,,0,,0.009,0.093,0.009,0.093,-0.002,-0.02,0.015,0.146,-0.003,-0.032,0.018,0.178
Brayann Pereira,Auxerre,Ligue 1,2022,19,Defender,FB,2,180,0,,,,,,,,,,0,,0.011,0.006,0.01,0.005,-0.002,-0.001,0.045,0.023,0.049,0.024,-0.003,-0.002
Yanis Begraoui,Toulouse,Ligue 1,2022,21,Forward,FW,1,45,0,,,,,,,,,,0,,0.03,0.059,0.03,0.059,-0.002,-0.005,0.059,0.118,0.043,0.085,0.016,0.033
Siriné Doucouré,Lorient,Ligue 1,2022,20,Forward,FW,1,7,0,,,,,,,,,,0,,,,,,-0.003,-0.032,-0.003,-0.04,-0.001,-0.018,-0.002,-0.022
Hianga'a M'Bock,Brest,Ligue 1,2022,,,,2,14,0,,,,,,,,,,0,,0.002,0.014,0.002,0.014,-0.003,-0.019,0.005,0.032,-0.007,-0.043,0.012,0.074
Lebo Mothiba,Strasbourg,Ligue 1,2022,26,Forward,FW,2,14,0,,,,,,,,,,0,,,,,,-0.004,-0.023,-0.001,-0.006,-0.001,-0.006,,
Christophe Hérelle,Brest,Ligue 1,2022,30,Defender,CB,3,226,0,,,,,,,,,,0,,0.011,0.004,0.011,0.004,-0.004,-0.002,0.061,0.024,0.047,0.019,0.013,0.005
Kays Ruiz-Atil,Auxerre,Ligue 1,2022,20,Midfielder,WAM,1,63,0,,,,,,,,,,0,,0.002,0.003,0.002,0.003,-0.01,-0.015,-0.005,-0.007,-0.02,-0.028,0.015,0.022
Nordi Mukiele,Paris Saint-Germain,Ligue 1,2022,24,Defender,FB,5,129,0,,0.033,0.023,0.033,0.023,,,,,0,,0.046,0.032,0.045,0.031,-0.011,-0.007,0.024,0.016,0.017,0.012,0.007,0.005
Souleymane Cissé,Clermont,Ligue 1,2022,20,Defender,CB,1,3,0,,,,,,,,,,0,,,,,,-0.011,-0.339,,,,,,
Nathanaël Mbuku,Reims,Ligue 1,2022,20,Forward,WAM,1,10,0,,,,,,,,,,0,,0.004,0.033,0.004,0.032,-0.012,-0.106,0.01,0.09,0.002,0.022,0.008,0.068
Mattia Viti,Nice,Ligue 1,2022,20,Defender,CB,3,270,0,,0.036,0.012,0.036,0.012,,,,,0,,0.011,0.004,0.011,0.004,-0.016,-0.005,0.093,0.031,0.077,0.026,0.016,0.005
Eric Bailly,Marseille,Ligue 1,2022,28,Defender,CB,3,167,0,,0.037,0.02,0.037,0.02,,,,,0,,0.014,0.007,0.013,0.007,-0.019,-0.01,0.096,0.052,0.082,0.044,0.014,0.007
Fabián Ruiz,Paris Saint-Germain,Ligue 1,2022,26,Midfielder,CM,1,28,0,,,,,,,,,,0,,0.024,0.076,0.023,0.074,-0.019,-0.061,0.016,0.05,-0.002,-0.007,0.018,0.058
Antonin Bobichon,Angers,Ligue 1,2022,26,Midfielder,WAM,2,10,0,,0.052,0.47,0.052,0.47,0.196,,0.144,,0,,0.002,0.022,0.002,0.022,-0.019,-0.174,0.012,0.108,0.006,0.055,0.006,0.053
Iké Ugbo,Troyes,Ligue 1,2022,23,Forward,FW,6,260,1,0.346,0.357,0.123,0.357,0.123,0.108,,0.006,,0,,0.08,0.028,0.08,0.028,-0.025,-0.009,0.037,0.013,-0.064,-0.022,0.101,0.035
Ibrahima Sissoko,Strasbourg,Ligue 1,2022,24,Midfielder,DMC,1,21,0,,,,,,,,,,0,,0.001,0.004,0.001,0.004,-0.026,-0.112,0.002,0.01,-0.001,-0.004,0.003,0.014
Abdoul Kader Bamba,Nantes,Ligue 1,2022,28,Forward,CAM,2,62,0,,,,,,,,,,0,,0.007,0.011,0.007,0.01,-0.032,-0.046,0.015,0.022,0.003,0.005,0.012,0.018
Mario Lemina,Nice,Ligue 1,2022,29,Midfielder,CM,3,175,0,,0.078,0.04,0.078,0.04,0.068,,0.108,,0,,0.06,0.031,0.06,0.031,-0.036,-0.019,0.114,0.059,0.106,0.055,0.008,0.004
Grejohn Kyei,Clermont,Ligue 1,2022,27,Forward,FW,6,181,0,,0.04,0.02,0.04,0.02,,,,,0,,0.022,0.011,0.022,0.011,-0.042,-0.021,-0.032,-0.016,-0.031,-0.015,-0.001,-0.001
Takumi Minamino,Monaco,Ligue 1,2022,27,Midfielder,WAM,3,127,0,,0.283,0.2,0.283,0.2,0.157,,-0.125,,1,0.709,0.158,0.112,0.018,0.013,-0.047,-0.033,0.283,0.201,-0.005,-0.004,0.288,0.204
Denis Genreau,Toulouse,Ligue 1,2022,23,Midfielder,CM,4,50,0,,,,,,,,,,0,,0.062,0.112,0.062,0.112,-0.055,-0.098,-0.025,-0.045,0.087,0.157,-0.112,-0.202
Riad Nouri,Ajaccio,Ligue 1,2022,37,Midfielder,WAM,6,257,0,,0.168,0.059,0.168,0.059,0.205,,0.137,,0,,0.267,0.093,0.192,0.067,-0.064,-0.022,-0.127,-0.044,-0.07,-0.025,-0.057,-0.02
Andy Delort,Nice,Ligue 1,2022,30,Forward,FW,7,539,3,0.501,2.174,0.363,0.61,0.102,1.773,,0.144,,0,,0.428,0.071,0.427,0.071,-0.069,-0.011,-0.039,-0.007,0.068,0.011,-0.107,-0.018
Maghnes Akliouche,Monaco,Ligue 1,2022,20,Midfielder,CM,2,63,0,,0.059,0.084,0.059,0.084,0.143,,0.084,,0,,0.017,0.024,0.017,0.024,-0.074,-0.106,-0.068,-0.097,-0.071,-0.101,0.003,0.004
Abdallah Sima,Angers,Ligue 1,2022,21,Forward,WAM,4,118,0,,0.15,0.115,0.15,0.115,,,,,0,,0.043,0.033,0.043,0.033,-0.086,-0.065,-0.048,-0.037,-0.074,-0.057,0.026,0.02
Alan Virginius,Lille,Ligue 1,2022,19,Forward,WAM,3,45,0,,0.035,0.069,0.035,0.069,0.042,,0.007,,0,,0.019,0.038,0.019,0.038,-0.099,-0.199,0.004,0.008,-0.013,-0.026,0.017,0.034
Gerzino Nyamsi,Strasbourg,Ligue 1,2022,25,Defender,CB,2,180,0,,0.118,0.059,0.118,0.059,0.075,,-0.043,,0,,0.013,0.006,0.011,0.005,-0.101,-0.05,0.047,0.024,0.028,0.014,0.019,0.009
Adrian Grbic,Lorient,Ligue 1,2022,26,Forward,FW,1,1,0,,0.054,4.897,0.054,4.897,,,,,0,,,,,,-0.103,-9.297,,,,,,
Yoann Touzghar,Ajaccio,Ligue 1,2022,35,Forward,FW,3,117,0,,0.081,0.062,0.081,0.062,,,,,0,,0.017,0.013,0.017,0.013,-0.104,-0.08,-0.037,-0.028,-0.033,-0.026,-0.003,-0.003
Damien da Silva,Lyon,Ligue 1,2022,34,Defender,CB,2,65,0,,0.073,0.102,0.073,0.102,,,,,0,,0.024,0.034,0.024,0.034,-0.128,-0.177,0.132,0.183,0.092,0.127,0.041,0.056
Ludovic Ajorque,Strasbourg,Ligue 1,2022,28,Forward,FW,7,338,1,0.266,1.789,0.476,1.007,0.268,1.988,,0.983,,0,,0.353,0.094,0.353,0.094,-0.163,-0.043,0.184,0.049,0.17,0.045,0.013,0.004
M'Baye Niang,Auxerre,Ligue 1,2022,27,Forward,WAM,3,114,0,,0.065,0.051,0.065,0.051,,,,,0,,0.009,0.007,0.009,0.007,-0.19,-0.15,-0.059,-0.047,-0.018,-0.014,-0.042,-0.033
Souleymane Isaak Touré,Marseille,Ligue 1,2022,19,Defender,CB,2,24,0,,,,,,,,,,0,,0,0.001,0,0.001,,,-0.005,-0.017,-0.003,-0.013,-0.001,-0.005
Duje Caleta-Car,Marseille,Ligue 1,2022,,,,1,7,0,,,,,,,,,,0,,0,0.002,0,0.002,,,-0.003,-0.033,-0.003,-0.033,,
Adam Ounas,Lille,Ligue 1,2022,25,Midfielder,WAM,2,132,0,,,,,,0.415,,0.343,,0,,,,,,,,,,,,,
Leny Yoro,Lille,Ligue 1,2022,16,Defender,CB,1,10,0,,,,,,,,,,0,,0,0.001,0,0.001,,,0.001,0.009,-0.001,-0.012,0.002,0.021
Christopher Wooh,Rennes,Ligue 1,2022,20,Defender,CB,1,3,0,,,,,,,,,,0,,0,0.006,0,0.006,,,0.001,0.043,0.001,0.032,0,0.012
Quentin Boisgard,Lorient,Ligue 1,2022,25,Midfielder,CAM,1,1,0,,,,,,,,,,0,,0,0.012,0,0.012,,,-0.001,-0.056,-0.002,-0.207,0.002,0.151
